[0] 1:59	Oh.
[3867] 2:54:17	original meaning of foo fighters. Yeah.
[3868] 2:54:19	These these these aerial sightings that
[3869] 2:54:23	the first pilots were getting of of
[3870] 2:54:26	being buzzed by these things.
[3871] 2:54:31	A local Marcy asks,
[3872] 2:54:33	"How do UFOs break the laws of physics?
[3873] 2:54:36	Right angle turns that solid steel ball
[3874] 2:54:39	would disintegrate, no sonic boom, and
[3875] 2:54:41	then angels and demons must operate in
[3876] 2:54:44	extra dimensions." Um
[3877] 2:54:47	There's sort of kind of two questions
[3878] 2:54:49	there.
[3879] 2:54:51	Um
[3880] 2:54:54	The the whole we don't know how they
[3881] 2:54:57	break the laws of physics or even if
[3882] 2:54:59	they do.
[3883] 2:55:01	I mean, they might just bend them a bit.
[3884] 2:55:04	Um the fact is they might be able to to
[3885] 2:55:07	to bank hard
[3886] 2:55:09	without disintegrating because they're
[3887] 2:55:10	not using steel. They might be using
[3888] 2:55:12	some other material.
[3889] 2:55:14	Uh that's that's a technology problem,
[3890] 2:55:17	not so much a
[3891] 2:55:19	um
[3892] 2:55:20	a loss of physics problem.
[3893] 2:55:26	I mean, they've even
[3894] 2:55:27	uh created planes now that can fly
[3895] 2:55:30	supersonic
[3896] 2:55:32	without creating sonic booms or at least
[3897] 2:55:35	redirecting them in such a way that they
[3898] 2:55:38	never Like there's a there's a there was
[3899] 2:55:39	a a
[3900] 2:55:41	Boeing project that was done recently
[3901] 2:55:43	uh to make a a hyper a hypersonic plane
[3902] 2:55:47	that doesn't produce a sonic boom.
[3903] 2:55:50	And the way it does it is it's it
[3904] 2:55:53	it reflects all that that energy of the
[3905] 2:55:57	boom upward into the atmosphere.
[3906] 2:56:01	So, it never actually creates a sonic
[3907] 2:56:04	boom.
[3908] 2:56:05	It just redirects it all. So,
[3909] 2:56:09	it's it's possible that, you know, that
[3910] 2:56:11	that there is technology out there that
[3911] 2:56:12	overcomes those things.
[3912] 2:56:15	Now, as far as angels and demons
[3913] 2:56:17	operating in an extra dimension, there's
[3914] 2:56:19	a lot of extra dimensions out there. So,
[3915] 2:56:23	um
[3916] 2:56:24	that is its own thing and it would be
[3917] 2:56:26	operating under its own sort of of rules
[3918] 2:56:29	of operation.
[3919] 2:56:31	So,
[3920] 2:56:31	hope that helps.
[3921] 2:56:41	Next one here
[3922] 2:56:47	is from
[3923] 2:56:49	that taps. I know that's going to get me
[3924] 2:56:51	soon here.
[3925] 2:56:55	All right.
[3926] 2:56:59	Uh Bubble Trouble asks, "I still think
[3927] 2:57:01	humans the human spirit is capable of a
[3928] 2:57:03	lot more than we lead on." I agree.
[3929] 2:57:07	I agree.
[3930] 2:57:08	"We are after all spirit creatures
[3931] 2:57:10	trapped in a mortal coil." Yeah.
[3932] 2:57:12	I I completely agree.
[3933] 2:57:16	Uh capable of what? Oatmeal?
[3934] 2:57:18	>> [laughter]
[3935] 2:57:20	>> Oh, mama.
[3936] 2:57:23	Are we capable of oatmeal?
[3937] 2:57:26	I know some of us are. Some of us burn
[3938] 2:57:28	burn oatmeal on the bottom of the pan
[3939] 2:57:29	and gets all sticky.
[3940] 2:57:32	Sticky and charred and awful.
[3941] 2:57:34	>> [laughter]
[3942] 2:57:45	>> Uh John Smith goes, "If intelligent
[3943] 2:57:47	alien life is ever detected or
[3944] 2:57:49	disclosed, my faith will not be
[3945] 2:57:51	affected. I'm not sure why some
[3946] 2:57:53	Christians are worried about the
[3947] 2:57:55	possibility of of alien life. Um I'm not
[3948] 2:57:59	sure why either to be honest. Now, there
[3949] 2:58:02	are theologians that really discuss this
[3950] 2:58:04	question in detail.
[3951] 2:58:07	Um there is getting to be more and more
[3952] 2:58:10	open discussion about this. And really
[3953] 2:58:13	what's what the what the cause of this
[3954] 2:58:17	is really not so much the UFO sightings.
[3955] 2:58:19	UFO sightings are not is not the cause
[3956] 2:58:21	of this.
[3957] 2:58:23	It's that we're finding organic
[3958] 2:58:25	compounds on alien planets.
[3959] 2:58:28	That's the real cause of this renewed
[3960] 2:58:31	discussion.
[3961] 2:58:33	Like the Mars rovers.
[3962] 2:58:36	The Mars rovers have identified
[3963] 2:58:40	some organic compounds that shouldn't be
[3964] 2:58:43	there.
[3965] 2:58:45	Um
[3966] 2:58:45	>> [clears throat]
[3967] 2:58:46	>> We've also gotten spectrography
[3968] 2:58:49	um
[3969] 2:58:51	from
[3970] 2:58:52	say like from distant uh from exoplanets
[3971] 2:58:56	now that have shown the presence of
[3972] 2:58:58	of certain organic compounds that only
[3973] 2:59:01	result through biological
[3974] 2:59:04	uh biochemical interactions.
[3975] 2:59:07	So
[3976] 2:59:15	So yeah, that's that's really what's
[3977] 2:59:16	prompting this renewed interest. As it
[3978] 2:59:19	isn't as as I say, it's not so much the
[3979] 2:59:21	UFO reports, it's not that stuff.
[3980] 2:59:23	That's really prompted prompting all
[3981] 2:59:26	this.
[3982] 2:59:27	It's really more that
[3983] 2:59:29	we are seeing that
[3984] 2:59:32	life maybe out there.
[3985] 2:59:36	And certainly the the the the precursors
[3986] 2:59:38	of life have been identified.
[3987] 2:59:41	So if the precursors of life have been
[3988] 2:59:44	identified life itself might not be that
[3989] 2:59:47	far away.
[3990] 2:59:55	Mama goes, "Oh, doc. Oh, it was just me
[3991] 2:59:57	telling her that oatmeal was ready."
[3992] 2:59:59	>> [laughter]
[3993] 2:59:59	>> Sorry.
[3994] 3:00:01	We're capable of so much more. Oatmeal.
[3995] 3:00:05	>> [laughter]
[3996] 3:00:09	>> Hey, some of us are not even capable of
[3997] 3:00:11	that.
[3998] 3:00:12	>> [laughter]
[3999] 3:00:20	>> Okay.
[4000] 3:00:28	Okay.
[4001] 3:00:33	Um Warrior of the Most High says, "What
[4002] 3:00:35	is the relationship between our physical
[4003] 3:00:38	world and the spiritual world?
[4004] 3:00:40	Do they influence each other when they
[4005] 3:00:41	interact?"
[4006] 3:00:44	Not quite sure.
[4007] 3:00:47	Um
[4008] 3:00:49	And we're not exactly sure how they
[4009] 3:00:51	interact.
[4010] 3:00:53	Uh only that they do.
[4011] 3:00:56	Now,
[4012] 3:00:56	the definition of a of the spirit world
[4013] 3:00:59	is still up in the air.
[4014] 3:01:02	But then, too, so is the physical world.
[4015] 3:01:06	The definition of the physical world is
[4016] 3:01:09	now more up in the air than ever.
[4017] 3:01:14	You know, this illusionary thing called
[4018] 3:01:16	mass.
[4019] 3:01:18	Really weird stuff.
[4020] 3:01:20	You know.
[4021] 3:01:22	You know. Word solid.
[4022] 3:01:24	No longer
[4023] 3:01:25	I mean, solid is a weird concept all by
[4024] 3:01:28	itself. You know, I mean, it's not
[4025] 3:01:30	really true that the
[4026] 3:01:33	that the atom is 99%
[4027] 3:01:36	empty space.
[4028] 3:01:38	It's more complicated than that.
[4029] 3:01:41	It's that
[4030] 3:01:42	electrons are
[4031] 3:01:45	traveling so fast that they occupy all
[4032] 3:01:49	space within their rings.
[4033] 3:01:52	It's
[4034] 3:01:54	really it's a the truth here is much,
[4035] 3:01:57	much stranger
[4036] 3:02:00	than
[4037] 3:02:02	than we ever thought.
[4038] 3:02:04	Um
[4039] 3:02:07	you know, those those electron shells
[4040] 3:02:08	are are more than they are they're not
[4041] 3:02:12	empty.
[4042] 3:02:13	They're just in superposition.
[4043] 3:02:17	They're occupying multiple spaces at the
[4044] 3:02:20	same time.
[4045] 3:02:24	It's really
[4046] 3:02:26	odd.
[4047] 3:02:30	And then then trying to figure out then,
[4048] 3:02:32	okay, how
[4049] 3:02:34	how does you know I mean even such basic
[4050] 3:02:35	things as
[4051] 3:02:36	how does the nucleus of the atom hold
[4052] 3:02:40	together? You know, the positive forces
[4053] 3:02:42	these are protons.
[4054] 3:02:44	What's a proton?
[4055] 3:02:45	What's a arrangement of quarks? What's a
[4056] 3:02:47	quark?
[4057] 3:02:49	Uh I don't know.
[4058] 3:02:52	What's holding the neutrons and uh
[4059] 3:02:55	and uh protons together?
[4060] 3:02:58	Oh, these little leptons called gluons.
[4061] 3:03:03	What's a gluon? What's a lepton?
[4062] 3:03:07	>> [laughter]
[4063] 3:03:07	>> A lepton is a light particle, but what
[4064] 3:03:09	do we know about it beyond that?
[4065] 3:03:14	Is it a wave? Is it a particle?
[4066] 3:03:16	Is it something between?
[4067] 3:03:19	So,
[4068] 3:03:21	we have we we are at a loss
[4069] 3:03:24	to really really describe the physical
[4070] 3:03:27	world
[4071] 3:03:29	at its its most fundamental levels.
[4072] 3:03:32	So, then how are we going to describe
[4073] 3:03:33	the spiritual world?
[4074] 3:03:37	I mean,
[4075] 3:03:38	somebody raised a question like this in
[4076] 3:03:40	I think it was in
[4077] 3:03:41	um
[4078] 3:03:44	I think it was in um Osmond's class
[4079] 3:03:46	somebody asked the question was, well,
[4080] 3:03:49	what exactly do we mean by spiritual
[4081] 3:03:50	world?
[4082] 3:03:52	And it's like I asked, well, what do we
[4083] 3:03:53	really mean by material world?
[4084] 3:03:56	>> [laughter]
[4085] 3:03:57	>> Eeeh.
[4086] 3:03:59	Eeeh.
[4087] 3:04:01	You want people feeling uncomfortable?
[4088] 3:04:03	Tell them that
[4089] 3:04:04	we have still have really no idea
[4090] 3:04:08	what
[4091] 3:04:09	is
[4092] 3:04:11	the the absolute
[4093] 3:04:13	foundation of material world. No idea.
[4094] 3:04:17	So then
[4095] 3:04:27	What is dark
[4096] 3:04:30	AJ Hegens goes
[4097] 3:04:32	uh ask the question What then is dark
[4098] 3:04:34	matter? I've heard people describe it as
[4099] 3:04:35	the connective glue of the universe. Do
[4100] 3:04:38	each people then say it's actually the
[4101] 3:04:39	power of Jesus?
[4102] 3:04:41	Um
[4103] 3:04:42	Okay.
[4104] 3:04:43	Here is
[4105] 3:04:44	what we best know about dark matter.
[4106] 3:04:49	Dark matter
[4107] 3:04:51	is essentially
[4108] 3:04:54	uh
[4109] 3:04:56	believed by some, not by everyone, not
[4110] 3:04:58	all by all physicist, is believed to be
[4111] 3:05:01	matter
[4112] 3:05:02	that
[4113] 3:05:04	is undetectable.
[4114] 3:05:07	You can't see it. You can't touch it.
[4115] 3:05:10	But it reacts to gravity.
[4116] 3:05:13	Uh it reacts to gravity. You can't see
[4117] 3:05:15	it. It can't touch it. It doesn't It It
[4118] 3:05:18	doesn't collide with other matter. It'll
[4119] 3:05:20	pass through other matter.
[4120] 3:05:23	It's
[4121] 3:05:24	um
[4122] 3:05:26	But it reacts to gravity.
[4123] 3:05:29	Okay?
[4124] 3:05:30	And it has been um dark matter has been
[4125] 3:05:33	hypothesized
[4126] 3:05:35	because of the way galaxies move.
[4127] 3:05:39	Which is very very strange.
[4128] 3:05:43	Okay?
[4129] 3:05:45	Um
[4130] 3:05:48	I I forget is it um
[4131] 3:05:50	I think it is that the outer rim of a
[4132] 3:05:54	galaxy moves a lot faster than it
[4133] 3:05:57	should. And the only reason that it can
[4134] 3:06:01	do this is because of extra gravitation
[4135] 3:06:07	uh that's that's basically grabbing all
[4136] 3:06:10	of that that cosmic stuff and whipping
[4137] 3:06:12	it around.
[4138] 3:06:15	So,
[4139] 3:06:17	it's to it's it's a basically
[4140] 3:06:19	kind of a cheat to be honest um
[4141] 3:06:22	to describe gravitational effects that
[4142] 3:06:24	shouldn't be happening on very very
[4143] 3:06:27	large scales.
[4144] 3:06:29	So,
[4145] 3:06:36	So, um
[4146] 3:06:39	yeah, um I it's it's it's hard to know
[4147] 3:06:43	if it is a stuff
[4148] 3:06:45	what kind of stuff is. Is it really
[4149] 3:06:47	matter? That's the other question. We
[4150] 3:06:50	don't even know if if if dark matter
[4151] 3:06:51	even exists at all. We don't even know
[4152] 3:06:54	if it's matter.
[4153] 3:06:57	We just know it reacts to gravity
[4154] 3:06:59	or we believe that. The math tells us
[4155] 3:07:03	it reacts to gravity.
[4156] 3:07:05	That's about the only thing we really
[4157] 3:07:09	uh understand about dark matter.
[4158] 3:07:11	Whatever it is reacts to gravity.
[4159] 3:07:15	And
[4160] 3:07:17	it's there's a lot of it out there.
[4161] 3:07:20	Lot of it out there.
[4162] 3:07:25	>> [clears throat]
[4163] 3:07:26	>> Um
[4164] 3:07:27	yeah, um our Warrior of the Most High
[4165] 3:07:29	says, "I used to think spirits are made
[4166] 3:07:31	of dark matter when I first learned
[4167] 3:07:32	about it."
[4168] 3:07:33	It's
[4169] 3:07:35	I don't think they're made of dark
[4170] 3:07:37	matter, but I can't really say for sure
[4171] 3:07:40	either.
[4172] 3:07:42	>> [clears throat]
[4173] 3:07:47	>> Uh does does dark matter even [laughter]
[4174] 3:07:50	matter?
[4175] 3:07:55	All right, I think we're getting close
[4176] 3:07:57	to the end of the questions here.
[4177] 3:08:13	10:30 there.
[4178] 3:08:32	Okay.
[4179] 3:08:47	Okay.
[4180] 3:08:49	Getting really really close to the end.
[4181] 3:08:56	Uh Luis Santafe asks, do you think
[4182] 3:08:59	Egyptians, Romans, and other ancient
[4183] 3:09:01	nations have UFO sightings or something
[4184] 3:09:03	similar?
[4185] 3:09:04	Um
[4186] 3:09:07	Well, they did see things, but they also
[4187] 3:09:09	attributed them to other phenomena, too.
[4188] 3:09:11	You know, seeing phenomena is not new.
[4189] 3:09:18	Um
[4190] 3:09:22	Well, they they
[4191] 3:09:24	the Egyptians, the Romans, they they had
[4192] 3:09:26	um
[4193] 3:09:28	it's called um
[4194] 3:09:32	omens.
[4195] 3:09:33	I think that's what
[4196] 3:09:35	Not quite omens, but something else. Um
[4197] 3:09:37	where they would
[4198] 3:09:39	see something that was unexplained,
[4199] 3:09:43	and then they would say draw some
[4200] 3:09:44	inference from them. So.
[4201] 3:09:57	All right, that
[4202] 3:09:58	next one here, that guy who likes booze,
[4203] 3:10:01	I think is
[4204] 3:10:02	Uh why does the Exodus prescribe to
[4205] 3:10:05	stone the ox and not cut its throat?
[4206] 3:10:08	And how does one stone an ox in the
[4207] 3:10:10	first place? Exodus 21
[4208] 3:10:12	Um
[4209] 3:10:14	27 to 29, okay.
[4210] 3:10:17	Bible here.
[4211] 3:10:21	All right, Exodus.
[4212] 3:10:26	21
[4213] 3:10:32	Okay, and it's verses 27.
[4214] 3:10:41	Uh 27 to 29. Is it Exodus?
[4215] 3:10:45	Listen.
[4216] 3:10:47	Okay, yeah, okay, this is the
[4217] 3:10:50	This is the dangerous bull passage.
[4218] 3:10:53	Um
[4219] 3:10:56	Uh so, we'll start at verse 27 just to
[4220] 3:10:58	get the context here. So, it's going to
[4221] 3:10:59	talk here about the lex talionis.
[4222] 3:11:02	If he knocks out a tooth of his male or
[4223] 3:11:03	female servants, he shall let him go
[4224] 3:11:05	free on account of his tooth.
[4225] 3:11:07	And if an ox gores a man or a woman to
[4226] 3:11:09	death, the ox shall surely be stoned and
[4227] 3:11:12	its flesh shall not be eaten.
[4228] 3:11:14	But the owner of the ox should go
[4229] 3:11:16	unpunished.
[4230] 3:11:18	However, if however, an ox was
[4231] 3:11:21	previously in the habit of goring and
[4232] 3:11:24	its owner was been warned, yet he does
[4233] 3:11:26	not confine it and it kills a man or
[4234] 3:11:28	woman, the ox shall be stoned and its
[4235] 3:11:30	owner shall be put to death. Okay.
[4236] 3:11:34	Uh this is all part of the lex talionis.
[4237] 3:11:36	It's the blood for blood thing.
[4238] 3:11:38	Um
[4239] 3:11:40	it's it's the idea that you had a
[4240] 3:11:42	dangerous animal
[4241] 3:11:44	and it it killed.
[4242] 3:11:47	You had a dangerous animal and it
[4243] 3:11:49	killed.
[4244] 3:11:51	The question is, should you still profit
[4245] 3:11:54	off of that animal
[4246] 3:11:55	that has taken a life?
[4247] 3:11:58	Now,
[4248] 3:12:00	the problem here
[4249] 3:12:02	is if you cut its throat,
[4250] 3:12:05	there is that temptation to harvest the
[4251] 3:12:08	meat.
[4252] 3:12:10	You then actually profited from it.
[4253] 3:12:13	Okay?
[4254] 3:12:15	So,
[4255] 3:12:17	um Exodus here basically says that if
[4256] 3:12:21	you have a dangerous animal
[4257] 3:12:23	and it has done some damage,
[4258] 3:12:25	you can't profit from the meat.
[4259] 3:12:28	So, you can't cut its throat.
[4260] 3:12:31	You have to stone it
[4261] 3:12:32	so the eat meat becomes inedible.
[4262] 3:12:36	You basically when you kill an animal,
[4263] 3:12:37	you have to drain the blood.
[4264] 3:12:40	Cuz what happens if if you don't drain
[4265] 3:12:42	the blood, the blood coagulates in the
[4266] 3:12:44	flesh
[4267] 3:12:45	and the flesh becomes really nasty.
[4268] 3:12:50	Really nasty. It means practically
[4269] 3:12:51	inedible.
[4270] 3:12:53	Okay? So,
[4271] 3:12:56	So, what they're doing here by stoning
[4272] 3:12:58	it
[4273] 3:12:59	is they're making sure that you can't
[4274] 3:13:01	You can't come along at a later time
[4275] 3:13:04	just happen to conveniently pick up the
[4276] 3:13:06	body
[4277] 3:13:08	for sanitation purposes, of course.
[4278] 3:13:10	In your stew.
[4279] 3:13:12	And you sell the meat in market.
[4280] 3:13:15	Yeah. So, they want to make sure They
[4281] 3:13:17	want to make sure that this sends a
[4282] 3:13:18	message that you cannot profit
[4283] 3:13:21	from a dangerous animal
[4284] 3:13:23	at the expense of somebody's death.
[4285] 3:13:26	So, that's why it's stoned instead of
[4286] 3:13:30	say,
[4287] 3:13:32	um
[4288] 3:13:33	say it's cut throat or throat cut.
[4289] 3:13:36	Now,
[4290] 3:13:37	how is one stoning ox in the first
[4291] 3:13:38	place?
[4292] 3:13:40	Same way you stone a person,
[4293] 3:13:42	essentially.
