[0] 1:48	Heat.
[2695] 2:22:30	shame. PT Barnum would blush at the
[2696] 2:22:33	Wyatt Museum.
[2697] 2:22:37	[laughter]
[2698] 2:22:47	It's a sucker born every minute.
[2699] 2:22:52	All right, let's go on the next one
[2700] 2:22:53	here.
[2701] 2:22:56	[laughter]
[2702] 2:23:18	Okay.
[2703] 2:23:20	Done that one. We've done that one.
[2704] 2:23:28	Okay. Ike the Great for $99.99. Thank
[2705] 2:23:31	you very much for that very generous
[2706] 2:23:33	super chat. We really appreciate that.
[2707] 2:23:37	And he asks, "Do you know of any
[2708] 2:23:39	instances where a Bible author used the
[2709] 2:23:41	wrong Greek or Hebrew word, but the rest
[2710] 2:23:45	of the book makes it clear what they
[2711] 2:23:47	actually meant?" In other words, was the
[2712] 2:23:50	word the choice of the biblical authors
[2713] 2:23:53	was the word choice of the biblical
[2714] 2:23:55	authors infallible?
[2715] 2:23:58	Uh, okay. Um,
[2716] 2:24:03	it's
[2717] 2:24:05	difficult to answer that question for a
[2718] 2:24:08	couple reasons. Um,
[2719] 2:24:12	there's really it's really hard to say.
[2720] 2:24:15	There's there's really nothing that we
[2721] 2:24:17	can point out where a bi bible author
[2722] 2:24:20	used the wrong Greek or Hebrew word.
[2723] 2:24:23	There's nothing like that in there.
[2724] 2:24:26	Um, some of it is that
[2725] 2:24:29	Hebrew lexography is so
[2726] 2:24:33	it's so broad
[2727] 2:24:35	that
[2728] 2:24:37	you could make a dubious word choice and
[2729] 2:24:40	still could be correct because it fits
[2730] 2:24:42	within the lexical range.
[2731] 2:24:45	So,
[2732] 2:24:47	uh, you got that issue on the on the
[2733] 2:24:49	side of the Greek. If you chose a wrong
[2734] 2:24:52	Greek word,
[2735] 2:24:54	it would be so glaring
[2736] 2:24:59	that
[2737] 2:25:01	it's clearly wrong.
[2738] 2:25:05	Now, with that said, there are
[2739] 2:25:09	uh what some Bible scholars call um
[2740] 2:25:14	uh
[2741] 2:25:17	idiosyncratic Greek. Okay. Now, when we
[2742] 2:25:21	talk about idiosyncratic Greek, we talk
[2743] 2:25:25	about Greek where it's maybe not the
[2744] 2:25:28	same as formal coin Greek, but you still
[2745] 2:25:32	get the point.
[2746] 2:25:34	Like for example, um,
[2747] 2:25:38	uh, John
[2748] 2:25:39	is infamous for idiosyncratic Greek.
[2749] 2:25:43	[laughter]
[2750] 2:25:44	He's
[2751] 2:25:47	he's not a fluent Greek speaker. Okay,
[2752] 2:25:51	this is one of the things that we one of
[2753] 2:25:53	the reasons why we can tell John wrote
[2754] 2:25:54	certain things too is his Greek is very
[2755] 2:25:57	idiosyncratic. It doesn't follow the
[2756] 2:26:00	conventions of say um hi
[2757] 2:26:05	beautiful koi.
[2758] 2:26:09	they're sort of it's it's it's it's got
[2759] 2:26:11	that feel of of Greek as a second
[2760] 2:26:14	language.
[2761] 2:26:16	So,
[2762] 2:26:18	uh like for example, when he says um uh
[2763] 2:26:22	writes down um I am the one who who was
[2764] 2:26:26	who is and is to come. The tenses that
[2765] 2:26:29	he uses
[2766] 2:26:31	in those those statements are are what
[2767] 2:26:35	would be idio called idiosyncratic. They
[2768] 2:26:38	don't follow necessarily the logical
[2769] 2:26:41	process progression of those tenses,
[2770] 2:26:47	but it's still clear what he means by
[2771] 2:26:50	who was and who is and is to come.
[2772] 2:26:54	So,
[2773] 2:26:57	um, so there isn't a specific thing, a
[2774] 2:27:02	specific instance that where a biblical
[2775] 2:27:05	author has done a a word choice that's
[2776] 2:27:09	so wrong
[2777] 2:27:11	that you can't know what it is. There
[2778] 2:27:13	are some difficult choices you know
[2779] 2:27:15	there are choices that are let's say
[2780] 2:27:18	difficult to understand
[2781] 2:27:21	you know um but they do make sense in
[2782] 2:27:24	the general context
[2783] 2:27:27	um
[2784] 2:27:29	so um like for example um Jacob of loved
[2785] 2:27:34	Esau I hated
[2786] 2:27:37	okay the the where where it's written
[2787] 2:27:41	Esau I hated
[2788] 2:27:43	difficult to understand
[2789] 2:27:45	difficult to understand why one of of
[2790] 2:27:49	Isaac's children would be hated and
[2791] 2:27:52	other is loved but it does make sense in
[2792] 2:27:56	the biblical narrative overall
[2793] 2:27:58	given Esau's choices in life
[2794] 2:28:02	so
[2795] 2:28:05	um we do have to sort of go it's because
[2796] 2:28:10	it's because Esau was a ginger Duh.
[2797] 2:28:13	[laughter]
[2798] 2:28:15	Could be.
[2799] 2:28:18	Everyone hates gingers, right?
[2800] 2:28:20	[laughter]
[2801] 2:28:26	Well, that's definitely a running joke
[2802] 2:28:27	amongst the British.
[2803] 2:28:30	Okay. So um
[2804] 2:28:37	um
[2805] 2:28:41	so you know there there are there are
[2806] 2:28:44	sort of things that are sort of
[2807] 2:28:45	idiosyncratic or where the word choice
[2808] 2:28:48	doesn't sort of sort of hits us as kind
[2809] 2:28:50	of being potentially well is this really
[2810] 2:28:53	what was meant but then again you look
[2811] 2:28:55	at the context and you see that's
[2812] 2:28:57	exactly what was meant. Um,
[2813] 2:29:01	so
[2814] 2:29:03	now whether or not the word choice of a
[2815] 2:29:06	biblical author is infallible.
[2816] 2:29:09	Um, again, we go back to the message. We
[2817] 2:29:13	go back to the message and because
[2818] 2:29:15	really the word choice is almost less of
[2819] 2:29:17	a concern
[2820] 2:29:19	for infallibility than the message. If
[2821] 2:29:21	the message is consistent
[2822] 2:29:25	then the word choice sort of matters a
[2823] 2:29:28	little less.
[2824] 2:29:30	Uh there there for example there are
[2825] 2:29:32	times where
[2826] 2:29:34	New Testament authors will quote the
[2827] 2:29:36	Septuagent. We know they quote the
[2828] 2:29:39	Septuagent. That's a translation of a
[2829] 2:29:42	Hebrew text.
[2830] 2:29:44	So is the quotation
[2831] 2:29:47	of the Greek words from the Septuagent
[2832] 2:29:52	infallible knowing it's a translation
[2833] 2:29:56	or is it the message that's infallible?
[2834] 2:30:00	I would s um I would um side with the
[2835] 2:30:04	message on this
[2836] 2:30:06	again because once you start getting
[2837] 2:30:08	into translations, a translation is not
[2838] 2:30:11	infallible. A translation is not
[2839] 2:30:13	inherent even if the message is.
[2840] 2:30:18	Uh we have to remember that that um
[2841] 2:30:23	we have to remember that all
[2842] 2:30:26	translations are interpretations.
[2843] 2:30:29	Translations are not infallible.
[2844] 2:30:32	They're not inherent. The original
[2845] 2:30:35	source texts can be inherent and
[2846] 2:30:38	infallible but the translation cannot
[2847] 2:30:41	be. So when the New Testament authors
[2848] 2:30:44	quote the Septuagent
[2849] 2:30:46	we have to look then to say okay is the
[2850] 2:30:48	message in in inherent infallible
[2851] 2:30:52	or is it the words and in that case you
[2852] 2:30:54	almost have you're almost forced to
[2853] 2:30:56	concede that it's the message not the
[2854] 2:30:58	words. Okay.
[2855] 2:31:01	So,
[2856] 2:31:03	I hope that helps. Hope that answers
[2857] 2:31:06	your questions here. Thank you very much
[2858] 2:31:07	for that really generous super chat. We
[2859] 2:31:09	really appreciate it. I hope that helps.
[2860] 2:31:17	Okay. Next one is from John uh Bullerman
[2861] 2:31:21	for uh 20 Canadian. Thank you very much
[2862] 2:31:24	for that super chat.
[2863] 2:31:27	few years ago experimented with
[2864] 2:31:28	mushrooms. Academic psychological in
[2865] 2:31:31	investigation.
[2866] 2:31:32	Sure it is.
[2867] 2:31:35	Likely story, John. Likely story.
[2868] 2:31:40	[laughter]
[2869] 2:31:42	Yeah, actually I know you did. So
[2870] 2:31:45	had an impact on the physical world
[2871] 2:31:47	around me.
[2872] 2:31:49	Part of the reason I ran back to church
[2873] 2:31:51	because spiritual doors are real. Run,
[2874] 2:31:55	boy. Now there's some that's sobering
[2875] 2:31:57	advice.
[2876] 2:31:59	Yeah, absolutely. Uh look, these
[2877] 2:32:02	substances can be used for medical
[2878] 2:32:04	bonafide medical purposes for good.
[2879] 2:32:08	But they can open spiritual doors too.
[2880] 2:32:11	And this is this is the danger of
[2881] 2:32:13	recreational use is they can open
[2882] 2:32:16	spiritual doors.
[2883] 2:32:18	Doors you might not be able to close.
[2884] 2:32:21	So,
[2885] 2:32:24	um, this is very sage advice. Um, and
[2886] 2:32:28	and I know John personally,
[2887] 2:32:31	so
[2888] 2:32:33	I would, this is a guy who has some real
[2889] 2:32:37	street cred with me. Okay? So,
[2890] 2:32:39	definitely heed that warning and, you
[2891] 2:32:43	know, stay away from that stuff for
[2892] 2:32:44	recreational use. If it's again, if it's
[2893] 2:32:46	a bonafide medical procedure under the
[2894] 2:32:49	supervision of a physician, that's one
[2895] 2:32:51	thing.
[2896] 2:32:53	But if you're doing it on your own for
[2897] 2:32:55	for recreational purposes, there's
[2898] 2:32:57	danger there.
[2899] 2:33:03	Okay, so thank you very much for that
[2900] 2:33:05	super chat, John. Really appreciate that
[2901] 2:33:08	and that does contribute to the
[2902] 2:33:09	discourse here.
[2903] 2:33:13	Okay, next one.
[2904] 2:33:23	I'll take this one from uh Scott here.
[2905] 2:33:26	Do all minimalists refute the United
[2906] 2:33:27	Monarchy? Not anymore. They used to.
[2907] 2:33:30	They don't anymore. Do all maximalists
[2908] 2:33:33	take crings and chronals to a
[2909] 2:33:34	literalistic uh level? No, not anymore.
[2910] 2:33:37	Some do, some don't.
[2911] 2:33:39	So
[2912] 2:33:41	again um minimalists have become less
[2913] 2:33:45	minimalist, maximalists have become less
[2914] 2:33:47	maximalist. So
[2915] 2:33:50	um we don't I mean I consider myself
[2916] 2:33:54	leaning more towards the maximalist side
[2917] 2:33:57	but even I don't take a literalistic
[2918] 2:34:00	view to Kings and Chronicles. So
[2919] 2:34:03	particularly not first Kings 61. I think
[2920] 2:34:06	there's better contextual ways of of
[2921] 2:34:08	reading that text. So
[2922] 2:34:12	yeah, far cry from the 90s. Yeah.
[2923] 2:34:16	Yeah. The 1990s was really the height of
[2924] 2:34:18	that minimalist maximalist debate. And
[2925] 2:34:20	since then both have kind of as I said
[2926] 2:34:22	moved towards the middle.
[2927] 2:34:38	Uh Jack Ray asks, "Is ABR pseudo
[2928] 2:34:41	maximalism?"
[2929] 2:34:44	That's actually an interesting question.
[2930] 2:34:46	Okay. Um, ABR is the Associates for
[2931] 2:34:49	Biblical Research.
[2932] 2:34:51	Um,
[2933] 2:34:55	well, we'd have to define what we mean
[2934] 2:34:56	by pseudo maximalism.
[2935] 2:34:59	Um, a false maximalism where they are
[2936] 2:35:02	literalism. They are literalists.
[2937] 2:35:05	Uh,
[2938] 2:35:08	they don't always
[2939] 2:35:12	do literalism though. On the surface,
[2940] 2:35:15	they say they do.
[2941] 2:35:17	Like for example, they are maximalist
[2942] 2:35:19	when it comes to numbers.
[2943] 2:35:21	Especially numbers in genealological or
[2944] 2:35:23	chron what they see as genealological or
[2945] 2:35:25	chronological data. They'll always see
[2946] 2:35:27	that as absolutely stone cold literal.
[2947] 2:35:34	God having chicken wings. Well, not so
[2948] 2:35:36	much.
[2949] 2:35:38	Okay.
[2950] 2:35:40	Um
[2951] 2:35:43	so it's uh [laughter]
[2952] 2:35:46	uh but they will they will sometimes for
[2953] 2:35:48	example uh like for example when they
[2954] 2:35:50	see the word Romsy's in a biblical text
[2955] 2:35:54	they'll think they they will do
[2956] 2:35:56	redaction criticism there. So they're
[2957] 2:35:57	not being literalistic there either.
[2958] 2:35:59	They're just saying it's been redacted
[2959] 2:36:01	by later later editors. So, they're big
[2960] 2:36:04	on they're big on um
[2961] 2:36:08	um how would I say this? They're big on
[2962] 2:36:10	redaction criticism more so than you
[2963] 2:36:12	would find from normal maximalists.
[2964] 2:36:16	Like I'm I tend to be very minimalist on
[2965] 2:36:19	redaction criticism. I think there were
[2966] 2:36:22	editorial changes to the text uh but
[2967] 2:36:26	mostly grammar
[2968] 2:36:28	and and and diction. Okay. But I don't
[2969] 2:36:32	see a lot of a lot of major changes to
[2970] 2:36:36	the text. My idea of of editor editing
[2971] 2:36:39	the text is very conservative.
[2972] 2:36:43	I see
[2973] 2:36:45	I see it's
[2974] 2:36:48	the text as being the the the copying
[2975] 2:36:51	and the transmission of the text as
[2976] 2:36:53	being a very conservative process
[2977] 2:36:55	whereas
[2978] 2:36:58	ABR will see in in a more liberal light
[2979] 2:37:02	because of their ideology
[2980] 2:37:05	but it's still say less liberal than say
[2981] 2:37:09	documentary hypothesis scholars who see
[2982] 2:37:12	him changing things all over the place.
[2983] 2:37:14	Higgly piggy. So
[2984] 2:37:33	um Scott says, "Yes, it is so sudamist
[2985] 2:37:37	and heretics to us early Exodus
[2986] 2:37:39	datators." ABR are early Exodus daters.
[2987] 2:37:42	They're they're died in the wool exodus
[2988] 2:37:44	datator. So I'm not sure what you mean
[2989] 2:37:46	by that. They're heretics. Okay. But um
[2990] 2:37:49	that seems kind of strange to me, but
[2991] 2:37:51	okay.
[2992] 2:37:57	So let's move on here.
[2993] 2:38:00	Next super chat here uh from the Chemard
[2994] 2:38:04	uh for $2. Thank you for the super chat.
[2995] 2:38:06	Another question. Yay. But it's still
[2996] 2:38:08	below. All right.
[2997] 2:38:11	Where is it?
[2998] 2:38:14	Yeah, I'm on the Camel Leopards.
[2999] 2:38:17	Uh
[3000] 2:38:19	the $2 one. I don't think I've gotten to
[3001] 2:38:21	the $1 yet. He says, "I'm working on a
[3002] 2:38:24	questionnaire in order to interview
[3003] 2:38:26	different church leaders in my area. I
[3004] 2:38:28	have seven categories.
[3005] 2:38:30	Uh ecclesiology,
[3006] 2:38:33	bibliology, theology, cosmology,
[3007] 2:38:36	homology. Oh, nice. You don't see people
[3008] 2:38:39	do questionnaires on harm anymore. For
[3009] 2:38:41	those of you uh who don't know, that's
[3010] 2:38:43	the study of sin.
[3011] 2:38:46	Very few people do work on on hammology.
[3012] 2:38:50	Uh sotiology, esquetology,
[3013] 2:38:56	and
[3014] 2:38:58	uh are there any uh topics within these
[3015] 2:39:00	categories you think should be included
[3016] 2:39:02	in the questionnaire? Are there any
[3017] 2:39:04	additional categories I think you should
[3018] 2:39:05	add? Yes, I think you should add at
[3019] 2:39:07	least one more
[3020] 2:39:10	one more category to that list.
[3021] 2:39:12	Anthropology.
[3022] 2:39:15	There is a biblical anthropology.
[3023] 2:39:19	Okay. So, yeah, ecclesiology is great.
[3024] 2:39:22	Uh bibliology is great. Theology,
[3025] 2:39:24	cosmology, heatlogy, sotiology, e
[3026] 2:39:27	excylogy, but add anthropology to that
[3027] 2:39:30	list. Uh because that one gets
[3028] 2:39:33	overlooked a lot.
[3029] 2:39:36	So, uh, um, definitely I would I would
[3030] 2:39:39	add anthropology to that list. And then
[3031] 2:39:42	I think you've got a really nice rounded
[3032] 2:39:44	set of of categories there depending on
[3033] 2:39:48	how detailed you want this this
[3034] 2:39:50	questionnaire to be. Okay, I hope that
[3035] 2:39:52	helps. Thank you for the super chat.
[3036] 2:39:54	Very much appreciated.
[3037] 2:40:01	Uh L sandville asked the question who
[3038] 2:40:03	are most likely to be Gog and Magog
[3039] 2:40:05	today. Um
[3040] 2:40:08	I'm going to defer here. I think um the
[3041] 2:40:10	best resource I have here is Paul
[3042] 2:40:13	Lawrence who suggests that Gog is
[3043] 2:40:16	essentially a a um a place in Turkey.
[3044] 2:40:21	Okay. So, Asia Minor, Asia Minor, and I
[3045] 2:40:25	think that's probably the this more or
[3046] 2:40:27	less the consensus view on this. So,
[3047] 2:40:31	um, we don't know. Um, basically Gog and
[3048] 2:40:35	and little Gog is essentially what we're
[3049] 2:40:38	what we're talking about here. Gog and
[3050] 2:40:39	Magog. But um hagog there there seems to
[3051] 2:40:44	be some some u play on the word uh of of
[3052] 2:40:49	uh where it's hagg
[3053] 2:40:53	um and um
[3054] 2:40:56	the closest reference we have is to a
[3055] 2:40:58	king in in in in basically I think it
[3056] 2:41:01	was one of the neohittite states. So a
[3057] 2:41:05	lot of people will a lot of scholars
[3058] 2:41:06	will will say that this is Turkey now.
[3059] 2:41:08	So that's where it would be today. So I
[3060] 2:41:10	hope that helps. Thank you very much for
[3061] 2:41:12	super chat. But it's been a long time
[3062] 2:41:13	since I looked at this. So uh but that's
[3063] 2:41:16	what I believe Paul Lawrence said.
[3064] 2:41:33	Okay, now we're adding to the $1 from
[3065] 2:41:35	the Camiloard.
[3066] 2:41:40	Yeah.
[3067] 2:41:43	10:32. Okay.
[3068] 2:41:46	Okay. Here's the question here.
[3069] 2:41:49	Um, from Deliverance Now Ministries.
[3070] 2:41:53	Hey, how's it going? Why was the spirit
[3071] 2:41:56	of God mentioned in the feminine in the
[3072] 2:41:58	Old Testament, but clearly a he him in
[3073] 2:42:01	the New Testament? Could it be because
[3074] 2:42:04	he submitted to God to the father so
[3075] 2:42:06	takes the feminine form? No, that's not
[3076] 2:42:08	what's going on here. What we're talking
[3077] 2:42:09	here about is a linguistic feminine, not
[3078] 2:42:12	a gender feminine. Okay? And that's
[3079] 2:42:15	that's really important that we we talk
[3080] 2:42:18	about here, linguistic feminines versus
[3081] 2:42:21	gender feminines. Okay?
