[0] 1:48	Heat. Hey, Heat.
[3052] 2:41:04	with it. Uh but um I I wouldn't say it's
[3053] 2:41:08	the best rendition of The Life of
[3054] 2:41:10	Christ. It's a very modern rendition of
[3055] 2:41:14	it. Um I think I think it sort of gets
[3056] 2:41:18	into
[3057] 2:41:20	some
[3058] 2:41:21	dark areas. Um
[3059] 2:41:26	the
[3060] 2:41:30	the creators of the show are Mormons.
[3061] 2:41:34	So, some Mormon theology has leaked into
[3062] 2:41:37	it.
[3063] 2:41:39	So, um I've got I've got some issues
[3064] 2:41:41	with some of the theology, but um you
[3065] 2:41:45	know, basically a lot of it is, for
[3066] 2:41:47	example, like um
[3067] 2:41:49	um the origins of the incarnation are is
[3068] 2:41:53	going to be an issue with with the
[3069] 2:41:54	chosen. So, and there are there are some
[3070] 2:41:57	exogetical issues, too. So, um, again,
[3071] 2:42:00	it's one of those things where I mean,
[3072] 2:42:02	the production values are fine, but, um,
[3073] 2:42:07	it's not always theologically accurate.
[3074] 2:42:11	Okay. So,
[3075] 2:42:18	uh, AJ Higgins, though, Dallas Jenkins
[3076] 2:42:20	isn't Mormon. Yeah, he's not, but Angel
[3077] 2:42:22	Studios definitely is. Yeah. And they're
[3078] 2:42:24	the producers. They're the producers.
[3079] 2:42:26	>> Angels.
[3080] 2:42:28	Yes, it is.
[3081] 2:42:30	Oh, yeah. Yeah, it is.
[3082] 2:42:33	>> Oh, they do very good productions. Yeah,
[3083] 2:42:35	they're very good storytellers.
[3084] 2:42:37	>> Well, they got a great science fiction
[3085] 2:42:39	background.
[3086] 2:42:41	>> Oops. Did I say that?
[3087] 2:42:48	Yeah. So, um, Angel Studios does employ
[3088] 2:42:52	Christians sometimes, but, uh, if if if
[3089] 2:42:56	you The problem with the production
[3090] 2:42:59	is
[3091] 2:43:03	producers have the final say. They
[3092] 2:43:07	always do. This is the way Hollywood
[3093] 2:43:09	productions and any film production
[3094] 2:43:11	works. Producers have the final say. So,
[3095] 2:43:14	the production company has the final
[3096] 2:43:17	say.
[3097] 2:43:20	So,
[3098] 2:43:21	>> not the
[3099] 2:43:22	>> not the director. The director does not
[3100] 2:43:24	get the final say.
[3101] 2:43:27	Um, and really not the script writers.
[3102] 2:43:30	>> The writers,
[3103] 2:43:31	>> yeah, writers get no say.
[3104] 2:43:34	So, you have to understand how these
[3105] 2:43:37	productions work.
[3106] 2:43:39	So, Angel Studios has more say than
[3107] 2:43:44	Dallas Jenkins.
[3108] 2:43:46	He might be the writer.
[3109] 2:43:48	He might even be a a director, but
[3110] 2:43:52	ultimately it's going to be Angel
[3111] 2:43:56	Studios that calls the shots.
[3112] 2:43:59	So
[3113] 2:44:02	Oh, yeah.
[3114] 2:44:05	Um,
[3115] 2:44:09	Scott Worth and Mormon financially
[3116] 2:44:11	backed TV and publishing has resulted in
[3117] 2:44:13	fantastic sci-fi. Battlestar Galactica
[3118] 2:44:16	and Enders Game. Yeah, it has.
[3119] 2:44:18	>> They're very
[3120] 2:44:19	>> Yeah, they're very good storytellers.
[3121] 2:44:22	>> If you want to look at an example
[3122] 2:44:25	of faithbased story,
[3123] 2:44:29	watch it for that.
[3124] 2:44:31	Well, there was also another thing that
[3125] 2:44:34	the Church of Mormon was,
[3126] 2:44:37	let's say
[3127] 2:44:40	known for,
[3128] 2:44:42	uh, which was at one point, I don't know
[3129] 2:44:44	if it still is, but one point it was the
[3130] 2:44:46	world's largest distributor of Prawn.
[3131] 2:44:54	And that's because they included prawn
[3132] 2:44:59	on with all their hotels.
[3133] 2:45:02	Okay.
[3134] 2:45:02	>> Oh,
[3135] 2:45:03	>> yes.
[3136] 2:45:05	>> I know.
[3137] 2:45:07	>> Yeah. Yeah. So, um that at one point the
[3138] 2:45:12	Mormon church was the largest
[3139] 2:45:14	distributor of prawn in the world. Now,
[3140] 2:45:17	I don't know if they still are. They
[3141] 2:45:18	might not be anymore, but in the 1980s
[3142] 2:45:23	'7s and 80s, they were the largest
[3143] 2:45:25	distributors of prawn.
[3144] 2:45:28	So,
[3145] 2:45:30	yeah.
[3146] 2:45:35	So,
[3147] 2:45:37	[laughter]
[3148] 2:45:41	so yeah, that that's a that's a little
[3149] 2:45:43	known fact about them.
[3150] 2:45:46	Okay.
[3151] 2:45:48	Uh, good times. Good times.
[3152] 2:45:53	[laughter]
[3153] 2:45:55	Yeah, we're not talking about food. Not
[3154] 2:45:57	talking about food.
[3155] 2:46:00	All right. Uh,
[3156] 2:46:03	next one here
[3157] 2:46:07	from the Camila part for $2. Thank you
[3158] 2:46:09	for the super chat. Aussie question aka
[3159] 2:46:13	it's down under.
[3160] 2:46:16	You mean this one?
[3161] 2:46:19	Uh, do you think the scribe of Matthew 8
[3162] 2:46:24	19 was one of the 12? Judas perhaps? I
[3163] 2:46:26	don't know. Let's see. Let's take a look
[3164] 2:46:28	at what what the text says.
[3165] 2:46:43	Okay, next one is
[3166] 2:46:50	Matthew 8
[3167] 2:46:54	verse 16.
[3168] 2:47:00	Uh, Matthew 8:19, sorry. 8:19.
[3169] 2:47:06	Oh, we'll start at verse 18. Now Jesus
[3170] 2:47:08	saw a crowd around him. He gave orders
[3171] 2:47:10	to depart to the other side.
[3172] 2:47:13	And a certain scribe came and said to
[3173] 2:47:14	him, "Teacher, I will follow you
[3174] 2:47:16	wherever you go."
[3175] 2:47:19	And Jesus says to him, "Foxes have holes
[3176] 2:47:22	and birds h of the air have nests, but
[3177] 2:47:26	son of man has nowhere to lay his head."
[3178] 2:47:29	Okay. Um I don't think it was one of the
[3179] 2:47:32	12. Now we have to kind of understand
[3180] 2:47:35	that
[3181] 2:47:37	um
[3182] 2:47:41	that Jesus was not only accompanied by
[3183] 2:47:44	the 12.
[3184] 2:47:47	He actually had a large group of
[3185] 2:47:50	followers that that accompanied him. So
[3186] 2:47:54	we see this in the
[3187] 2:47:57	in the text where we'll talk about the
[3188] 2:47:59	disciples, the apostles, the 12, but
[3189] 2:48:02	then we'll also talk about followers.
[3190] 2:48:07	These were people who would follow
[3191] 2:48:08	Christ for a short period of time or
[3192] 2:48:11	were basically
[3193] 2:48:14	they're not committed or they're part of
[3194] 2:48:17	not part of the inner circle.
[3195] 2:48:21	So what I think this scribe is is just
[3196] 2:48:25	one of the followers.
[3197] 2:48:27	Okay? And Jesus is telling him, you
[3198] 2:48:31	know, if you follow me,
[3199] 2:48:35	you know, you're going to be sleeping
[3200] 2:48:37	out in the open. You know, there's no,
[3201] 2:48:40	you know, there's no home, there's no no
[3202] 2:48:42	place to go, there's no commune, there's
[3203] 2:48:45	no um hotel.
[3204] 2:48:49	um you know, you're just you're just
[3205] 2:48:50	going to be sleeping in the outdoors.
[3206] 2:48:53	You sure you want this life?
[3207] 2:48:57	And the implication here, what's what's
[3208] 2:48:59	implied is no, he doesn't.
[3209] 2:49:02	No, this is a scribe. You know scribes
[3210] 2:49:05	were known for liking comfort you know
[3211] 2:49:08	that's why they became scribes you know
[3212] 2:49:11	and we see this like for example in the
[3213] 2:49:13	uh satire of the trades where Egyptians
[3214] 2:49:17	Egyptian scribes are basically said hey
[3215] 2:49:20	you know you want a comfortable life be
[3216] 2:49:22	a scribe you want you want heat and
[3217] 2:49:26	thirst and war and and broken bones and
[3218] 2:49:32	and bruis used feet, you go be a
[3219] 2:49:36	soldier.
[3220] 2:49:38	So scribes are known in the ancient
[3221] 2:49:40	world for highly prizing their personal
[3222] 2:49:42	comfort.
[3223] 2:49:46	So
[3224] 2:49:48	when he's when he's talking to this
[3225] 2:49:49	scribe here, he's talking to a guy who's
[3226] 2:49:52	probably
[3227] 2:49:54	really really interested in his personal
[3228] 2:49:57	comfort.
[3229] 2:49:59	And basically
[3230] 2:50:01	Jesus says there's not going to be any
[3231] 2:50:03	comfort.
[3232] 2:50:05	You're gonna suffer if you follow me.
[3233] 2:50:10	So this was not one of the 12. This
[3234] 2:50:13	would have been a followerando
[3235] 2:50:16	who comes up to Christ and says, "Hey,
[3236] 2:50:18	I'm willing to follow you." And Jesus
[3237] 2:50:21	goes, "Nah,
[3238] 2:50:24	no, I don't think so."
[3239] 2:50:26	Yeah, I don't think you got what it
[3240] 2:50:27	takes.
[3241] 2:50:30	BC4YT. Not going to lie, I'd be a
[3242] 2:50:32	scribe. Yeah, to be honest, I'd be too
[3243] 2:50:35	um [laughter] to be honest.
[3244] 2:50:38	Scribes life for me.
[3245] 2:50:45	MV of Monson says, "Just having access
[3246] 2:50:48	to the biblical scrolls and having time
[3247] 2:50:50	to study them must have been a luxury."
[3248] 2:50:52	Well, it was. Yeah. Um, there was a guy,
[3249] 2:50:56	a philosopher, his name was David Stove.
[3250] 2:51:00	He said, "You can't have learning and
[3251] 2:51:04	scholarship without leisure."
[3252] 2:51:08	Okay.
[3253] 2:51:10	Um,
[3254] 2:51:11	you need leisure to have scholarship.
[3255] 2:51:14	You need leisure for learning.
[3256] 2:51:17	No, no leisure, no learning.
[3257] 2:51:22	So,
[3258] 2:51:23	Yeah, absolutely. Scribes were had to
[3259] 2:51:27	have leisure as part of
[3260] 2:51:31	um you know being able to do their
[3261] 2:51:34	trade.
[3262] 2:51:36	The idea that you know they would have
[3263] 2:51:38	access to scrolls, they would do
[3264] 2:51:40	accounting, which accounting was
[3265] 2:51:42	considered to be leisure work.
[3266] 2:51:45	Yeah, I know. Kind of laughable, isn't
[3267] 2:51:47	it? But yeah, that was because you
[3268] 2:51:49	weren't working in the fields.
[3269] 2:51:52	You weren't working in the fields. You
[3270] 2:51:53	weren't digging digits.
[3271] 2:51:55	Yeah. In comparison to the hard labor
[3272] 2:51:58	jobs that most people had to do.
[3273] 2:52:02	Um,
[3274] 2:52:04	yeah. Being a scribe was totally
[3275] 2:52:06	considered to be a life of comfort in
[3276] 2:52:08	the ancient world.
[3277] 2:52:12	PC4T.
[3278] 2:52:14	[laughter]
[3279] 2:52:15	New merch. It's a scribes life for me.
[3280] 2:52:18	Yeah.
[3281] 2:52:27	Yeah, absolutely.
[3282] 2:52:29	Yeah. So, um definitely not one of this
[3283] 2:52:32	guy's not one of the 12, not even Judas.
[3284] 2:52:35	This is just a guy who's who's one of
[3285] 2:52:37	the followers of Christ and he's he's
[3286] 2:52:39	not willing to trade his comfortable
[3287] 2:52:42	life for following Christ. So, yeah.
[3288] 2:52:48	So, I hope that helps. Thank you for the
[3289] 2:52:49	super chat.
[3290] 2:52:57	Okay,
[3291] 2:53:01	any more here? Let's see.
[3292] 2:53:07	I think we're down to that. Okay,
[3293] 2:53:09	there's one. Okay. Uh, Laboring Saint
[3294] 2:53:12	for $4.99. Thank you very much for the
[3295] 2:53:13	super chat. What do you think about the
[3296] 2:53:16	spirit critters in that new movie K-pop
[3297] 2:53:18	Demon Hunters? Okay. I I think K-pop
[3298] 2:53:23	Demon Hunters is fantastic. Okay. I
[3299] 2:53:26	think I think it's a great movie. I
[3300] 2:53:29	think it has Christian themes.
[3301] 2:53:31	I think
[3302] 2:53:33	>> Okay,
[3303] 2:53:35	it has Korean mythology in it. Okay. But
[3304] 2:53:39	there are mythological uh
[3305] 2:53:43	borrowings in the Bible too.
[3306] 2:53:46	Okay. Yes, it has Korean mythology in
[3307] 2:53:48	it. But the Bible has
[3308] 2:53:51	uh you know a little bit of Egyptian
[3309] 2:53:53	mythology in it, a little bit of
[3310] 2:53:54	Mesopotamian theology in it. Mythology
[3311] 2:53:57	in it. So you know
[3312] 2:54:01	borrowed mythology is not a sto
[3313] 2:54:02	showstopper.
[3314] 2:54:04	It's not a showstopper.
[3315] 2:54:07	So, um
[3316] 2:54:10	I think the spirit critters um I think
[3317] 2:54:12	the idea that um that music is used to
[3318] 2:54:16	quell
[3319] 2:54:17	uh or at least put a barrier against
[3320] 2:54:21	um spirit critters in K-pop demon
[3321] 2:54:25	hunters. It's not biblically accurate,
[3322] 2:54:28	but neither is prayer shields in Frank
[3323] 2:54:30	Peri's This Present Darkness.
[3324] 2:54:33	Okay. In fact, it's probably more
[3325] 2:54:36	biblical to say that a spirit critter
[3326] 2:54:38	can be quelled by music than a prayer
[3327] 2:54:42	shield.
[3328] 2:54:42	>> If you're spending all your time,
[3329] 2:54:47	it it's going to demon.
[3330] 2:54:49	>> Yeah. I mean, David used uh music to
[3331] 2:54:52	quell
[3332] 2:54:54	to silence Saul's demon.
[3333] 2:54:57	You know, it's it's a thing. It's a
[3334] 2:54:59	biblical thing. [laughter]
[3335] 2:55:03	Okay.
[3336] 2:55:05	Yeah. BC4YT. David played the harp.
[3337] 2:55:08	[laughter]
[3338] 2:55:09	GM Lipard. David would disagree, sir.
[3339] 2:55:13	Yeah.
[3340] 2:55:15	>> Live today. We'd be playing the
[3341] 2:55:17	electric.
[3342] 2:55:18	>> Yeah. If David were live today, he'd be
[3343] 2:55:20	playing the electric guitar. So, yeah.
[3344] 2:55:23	>> Electric.
[3345] 2:55:24	>> Electric harp. Okay. Yeah, there's
[3346] 2:55:25	electric carps, too.
[3347] 2:55:26	>> Remember that?
[3348] 2:55:28	>> Oh, yeah. Light harps. Yeah.
[3349] 2:55:30	>> Oh, yeah.
[3350] 2:55:34	Yeah. No, I think I think some of there
[3351] 2:55:37	are there are multiple types of spirit
[3352] 2:55:39	critters in Kpop Demon Hunters 2. Okay.
[3353] 2:55:44	Uh there's there's the type that were
[3354] 2:55:48	they were created demons. Okay? You know
[3355] 2:55:53	that that's their ontology is to be
[3356] 2:55:55	demons. But there are those two
[3357] 2:55:59	that were humans
[3358] 2:56:02	that became like demons.
[3359] 2:56:06	You know, they're ontologically not
[3360] 2:56:08	demons, but they become demons.
[3361] 2:56:14	So, you got those as well.
[3362] 2:56:18	and the fact that they're living side by
[3363] 2:56:20	side in in their realm. You know,
[3364] 2:56:25	frankly, that's going to happen in in
[3365] 2:56:27	Christianity, too. At the at the final
[3366] 2:56:29	judgment,
[3367] 2:56:31	the devil and the antichrist and the
[3368] 2:56:34	false prophet and all their followers
[3369] 2:56:38	and all the sinners will be cast into
[3370] 2:56:40	the lake of fire.
[3371] 2:56:42	All of them.
[3372] 2:56:45	So yeah, you know, Lucifer and you know,
[3373] 2:56:50	uh, the Satan and, you know,
[3374] 2:56:54	your your rep probate are going to share
[3375] 2:56:56	the same cell block.
[3376] 2:57:00	Okay.
[3377] 2:57:02	So,
[3378] 2:57:04	um,
[3379] 2:57:09	so, um, I actually think that a lot of
[3380] 2:57:12	what we find in K-pop demon hunters very
[3381] 2:57:15	much parallels biblical themes. And even
[3382] 2:57:20	though it's using a Korean mythology,
[3383] 2:57:24	mythological cultural expression,
[3384] 2:57:27	it does so in a way that's really nicely
[3385] 2:57:31	harmonized with Christian thought.
[3386] 2:57:35	You know, the idea of of of hiding who
[3387] 2:57:38	you are, lying to people, not a good
[3388] 2:57:42	thing. Not a good thing.
[3389] 2:57:45	So [snorts]
[3390] 2:57:48	um
[3391] 2:57:52	okay we'll we'll he has he has another
[3392] 2:57:54	one here we'll take that one immediately
[3393] 2:57:57	after but yeah so um there is a context
[3394] 2:58:00	here
[3395] 2:58:02	okay what about the tiger and the raven
[3396] 2:58:05	uh these are part of Korean mythology
[3397] 2:58:08	and the tiger and the raven do represent
[3398] 2:58:13	certain themes
[3399] 2:58:15	in
[3400] 2:58:17	in um Korean myth. Now this is not
[3401] 2:58:21	religious myth. Want to be be clear this
[3402] 2:58:25	is folk myth.
[3403] 2:58:27	There is a difference too between say
[3404] 2:58:30	religious myth and folk myth as well.
[3405] 2:58:33	The tiger is your upper class. Okay.
[3406] 2:58:36	Tigers are the upper class. They it's
[3407] 2:58:38	it's the animal representation of of
[3408] 2:58:40	upper class. And the raven
[3409] 2:58:45	is the being that fools the upper class.
[3410] 2:58:49	Okay, so
[3411] 2:58:52	this is why the the the tiger is
[3412] 2:58:54	portrayed goofy because he's kind of
[3413] 2:58:57	stupid.
[3414] 2:58:59	And in Korean myth, tigers are portrayed
[3415] 2:59:03	kind of goofy because they're saturizing
[3416] 2:59:07	um they're saturizing the upper class,
[3417] 2:59:11	you know, the nobles.
[3418] 2:59:15	>> Yeah. Kind of like gargoyles making fun
[3419] 2:59:17	of the demons and with gargoyles by by
[3420] 2:59:19	giving them these goatlike appearances.
[3421] 2:59:22	So,
[3422] 2:59:24	or or if we want to talk about Egyptian
[3423] 2:59:26	papyrii, cats and mice,
[3424] 2:59:30	cats and mice are are saturized in
[3425] 2:59:33	Egyptian papyri
[3426] 2:59:35	to to make fun of the upper classes.
[3427] 2:59:41	Basically, your cats are your your kind
[3428] 2:59:43	of stupid overlords and and the mice are
[3429] 2:59:46	always always pulling one on on uh on
[3430] 2:59:51	the cat. It's it's the Egyptian ancient
[3431] 2:59:53	Egyptian equivalent of Tom and Jerry.
[3432] 3:00:01	[laughter]
[3433] 3:00:02	BC4YT.
[3434] 3:00:04	Yeah. Please don't think a real tiger is
[3435] 3:00:06	goofy. Yeah. Yeah. Don't do that. That
[3436] 3:00:08	would not be advisable.
[3437] 3:00:12	No.
[3438] 3:00:14	>> Yeah.
[3439] 3:00:16	So, the fact that they're they're using
[3440] 3:00:19	this folk myth in and it's fine. It's
[3441] 3:00:23	absolutely fine. There's nothing wrong
[3442] 3:00:24	with that. You know, as I said, the
[3443] 3:00:28	Bible does this, too. The Bible has its
[3444] 3:00:31	takes its myth from other places as well
[3445] 3:00:34	and its imagery and all of that stuff.
