[0] 0:00	e
[1657] 3:13:49	we can be confident where it's not clear we have to be cautious and I think
[1658] 3:13:54	that's a perfectly reasonable stance to take and this is just one of those those areas that's not really
[1659] 3:14:06	clear Jonathan Walker says the Bible specifically doesn't talk about people who never knew Christ
[1660] 3:14:12	exactly however we yeah
[1661] 3:14:17	however we know that God is a fair judge and will not hold them for their non-n knowledge of Christ
[1662] 3:14:23	exactly he's a just God he's a fair God again that's not who's a good thing but
[1663] 3:14:30	he's a gracious and loving God and that's the thing is his his
[1664] 3:14:36	grace is is boundless his grace in and an unmerited favor is
[1665] 3:14:43	boundless so we are operating on a principle here of
[1666] 3:14:49	Grace so the Bible talks specifically about people who reject Christ and
[1667] 3:14:57	specifically about those who accept Christ talks very clearly about
[1668] 3:15:02	those doesn't always doesn't talk about those who didn't know Christ so again
[1669] 3:15:10	this is just one of those things we have to be careful not to do an absence of evidence kind of deal so I hope that
[1670] 3:15:17	helps thank you very much for the uh Super Chat Star Wars nerd really appreciate
[1671] 3:15:26	it Jonathan Walker for5 thank you for the Super
[1672] 3:15:31	Chat uh from a previous video in relation to biblical studies are monford
[1673] 3:15:37	B talk and garan good bad or only good in their specific field of study
[1674] 3:15:44	um okay um anford B talk is good in a specific field of study which is
[1675] 3:15:50	egyptology uh he's a field archaeologist and he's an excellent field archaeologist very very good field
[1676] 3:15:59	archaeologist um garang was also an archaeologist he's out of date though I
[1677] 3:16:04	mean you're talking a 19th century archaeologist there all his stuff is practically out of date uh he wrote his
[1678] 3:16:11	final book on Jericho in the 1940s I think in 1943 I believe or 1963
[1679] 3:16:16	something like like that um but it's it's woefully out of date
[1680] 3:16:24	now I wouldn't use garstang for analysis these days I would use him only for
[1681] 3:16:30	data because there's some some data points he does did find that are still
[1682] 3:16:37	relevant so as far as as his data points yeah sure perfectly
[1683] 3:16:44	okay um but his uh like older stuff is very dated um like I wouldn't trust his
[1684] 3:16:52	ceramic topology um in the old stuff cuz he he was he was operating under a different
[1685] 3:17:00	set of assumptions and later on in his career he had to say yeah I was wrong
[1686] 3:17:05	about the dating of Jericho because I got the topology wrong so and we're talking here about
[1687] 3:17:12	City 4 City 4 at Jericho which is the middle bronze City so he he he misstates
[1688] 3:17:17	the middle bronze City because he gets the ceramic topology wrong and he has to
[1689] 3:17:23	get he he is corrected by and justly so from Kathleen Canyon so
[1690] 3:17:30	um I wouldn't use garang as a source for Much Anymore uh BC BC's work is still
[1691] 3:17:37	very relevant very and it's it's it's almost the final say on say the city of
[1692] 3:17:43	avaris so
[1693] 3:17:49	uh Jonathan Walker said I wasn't sure about garang I sort of heard him mentioned with ABR maybe that was
[1694] 3:17:56	someone else oh yeah May ABR will mention uh garang all the time and the
[1695] 3:18:01	reason why is because garang dated Jericho to uh the destruction of uh
[1696] 3:18:08	Jericho City 4 to um to 14400 and of course that that's
[1697] 3:18:15	perfect for ab ab loves that even though later on he says he's
[1698] 3:18:21	wrong in his in his final publication on Jericho gar Sten said he was wrong about
[1699] 3:18:26	that and there just ABR just doubles down and says no no no he was right the first time yeah
[1700] 3:18:36	uh yeah and frankly now with the um the discovery of the Bronze Age uh uh
[1701] 3:18:43	Jericho you know those findings are just ridiculously
[1702] 3:18:50	laughable and so uh you know abr's defense of that is is not going to work
[1703] 3:18:58	anymore but they still make it they still make this defense you know Nigro who's Nigro never
[1704] 3:19:05	heard of Nigro now what are you talking [Laughter] about yeah I mean that's sort of that's
[1705] 3:19:11	sort of the apr's reaction to this is Nigro I've never heard of R what what paper is this
[1706] 3:19:18	huh they get very hard of hearing all of a
[1707] 3:19:26	sudden okay so uh thank you very much for that uh Super Chat very much appreciate it uh yeah for um for the
[1708] 3:19:35	excavations at avaris uh BAC excellent absolutely excellent uh for Jericho I wouldn't use
[1709] 3:19:43	garang anymore a Kenyon is still relevant her reports were excellent um she didn't include the late
[1710] 3:19:50	bronze stuff but a lot of people didn't include the late bronze stuff um she
[1711] 3:19:55	should have but for the middle bronze stuff uh
[1712] 3:20:01	the reports of Canyon are the authoritive still the authoritative reports uh Nigro for the uh Lake bronze
[1713] 3:20:09	stuff definitely okay um we're after 11
[1714] 3:20:17	already so we still got to get through some super chats
[1715] 3:20:24	here uh BC for $2 Australian thank you very much for the Super Chat plot twist
[1716] 3:20:29	we are all God's Imaginary Friends yep we've already covered that again thank you for the Super
[1717] 3:20:36	Chat that was funny yeah that was
[1718] 3:20:42	funny okay um silus birs for $20 thank you for that generous Super
[1719] 3:20:47	Chat and he says just an FYI camera berzi has tripled down on the Shroud
[1720] 3:20:53	with a video less than two weeks ago yeah I know someone pointed him to your video and his response was to say he's
[1721] 3:21:01	not an expert in this field as if Cameron is yeah are an
[1722] 3:21:08	artist not expert in this field yeah I mean for Cameron to say that is just laughable I mean it's really
[1723] 3:21:15	laughable um yeah um you know he's I mean this guy is is a
[1724] 3:21:22	guy that never went to college Cameron never even went to college so it's just like okay uh what
[1725] 3:21:29	kind of expert are you um photograph yeah he was interest he was a photographer yeah he was which
[1726] 3:21:35	is yeah but just yeah I mean just fine to be a photographer and you know then
[1727] 3:21:41	do a career change I mean totally I'm totally cool with that I'm not an elitist I'm I'm not leest in any way
[1728] 3:21:49	but if you're going to pull the expert card o oh but you do have
[1729] 3:21:59	indust well I mean I have the same sort of in experience that a lot of the so-called experts on the Shroud had
[1730] 3:22:08	so you know I I don't see how they're experts and I'm not it's just like
[1731] 3:22:17	yeah I mean I worked in yeah as you said I worked in the pharmaceutical industry as a computer engineer I worked in at
[1732] 3:22:24	IBM you know all these places that they're basically being laed for I did the same
[1733] 3:22:31	thing so and but but I'm not going to pursue this issue anymore either it's
[1734] 3:22:36	not it's not an interest to me it's a distraction from the other work so uh we
[1735] 3:22:42	did have to respond to it because we think it could lead people to have their
[1736] 3:22:47	faith mocked uh we think it's
[1737] 3:22:52	dangerous what uh the Caro and fany have done
[1738] 3:23:00	um yeah yeah it on Jesus Christ yeah if you if you hang your
[1739] 3:23:07	faith on it you know and they their faith gets you know debunked you know
[1740] 3:23:15	then people lose their faith and I think that's really a bad thing it's why I don't like what Ron
[1741] 3:23:21	Wyatt did same thing it's same thing you know Ron Wyatt did the exact same thing
[1742] 3:23:27	you know he he led people down um you know with lies and people
[1743] 3:23:33	got their faith ruined over it
[1744] 3:23:41	so so anyway um hope that helped thank you for the Super Chat very much appreciated
[1745] 3:23:59	all right we're GNA start going whipping through these because this is oh we still got a
[1746] 3:24:06	lot and we got some really good non super chats tonight too
[1747] 3:24:14	so uh answering LDS for 499 thank you for the Super Chat were pork laws in
[1748] 3:24:20	Exodus based on a misunderstanding of meat at the time no uh pork laws in
[1749] 3:24:26	Exodus were based upon agricultural practices of the
[1750] 3:24:31	time uh the pork laws were actually something that the Israelites inherited
[1751] 3:24:37	from their time in Egypt okay the Egyptians didn't eat pork they didn't eat pork
[1752] 3:24:43	because pigs fouled up waterways that's the reason um it's not about the
[1753] 3:24:51	meat it's not about the meat at all it's about
[1754] 3:24:56	agriculture and agriculture that destroyed other
[1755] 3:25:01	agriculture so if you had a pig farm the Waterway would be made unsuitable for
[1756] 3:25:09	farming further down and that's because waterways had a trickle down effect you didn't just have
[1757] 3:25:16	a Waterway alter yourself you shared it with other Farms
[1758] 3:25:24	so yeah it's not it's not a decision that you made on your own it just
[1759] 3:25:30	isn't yeah this is a community decision so
[1760] 3:25:36	um so yeah so the pork laws are based entirely on on agriculture not on the
[1761] 3:25:42	meat so and uh frankly uh trinos wasn't a problem back then
[1762] 3:25:49	anyway so so this whole idea that's based upon getting sick on eating pork is is
[1763] 3:25:55	nonsense so pork equals delicious oh yeah oh yeah pork is fantastic love
