[0] 0:00	all right [Music]
[1588] 3:05:34	page break basically a chapter of a a
[1589] 3:05:40	break in writing at a certain point in in the text
[1590] 3:05:47	and this this sort of ran contrary to the deutero Isaiah Theory
[1591] 3:05:52	because the the break happens a lot earlier than than in say
[1592] 3:05:58	the deuteron Isaiah very suggested so
[1593] 3:06:07	what happened was we got the Dead Sea Scrolls one of the most important of those Dead
[1594] 3:06:13	Sea Scrolls is the great Isaiah scroll an interestingly enough where this
[1595] 3:06:18	author suggested there was a break in the text
[1596] 3:06:23	there is one in the great Isaiah scroll write exactly where he predicted
[1597] 3:06:33	fascinating absolutely fascinating that this guy whose idea was completely panned I wish
[1598] 3:06:40	I could remember his name completely panned and just scoffed by the by the biblical studies community
[1599] 3:06:47	I managed to accurately predict where the scroll break would take place and
[1600] 3:06:52	then the resumption of the text fascinating discovery fascinating
[1601] 3:07:01	yeah it's a it's a BC that's a but it is a mic drop moment
[1602] 3:07:12	yeah so so you know a lot of this deutero Isaiah
[1603] 3:07:19	theory has been trying to do catch up because of that that text break
[1604] 3:07:25	but that was not part of the original deutero Isaiah text or Theory they've had to sort of accommodate afterwards
[1605] 3:07:33	so
[1606] 3:07:39	so yeah so what I think here is happening is um in general what is mistaken for
[1607] 3:07:47	deuterol Isaiah is essentially a reflection of the text a reflected text
[1608] 3:07:53	but that doesn't also discount the idea that supplemental authors may have added
[1609] 3:07:58	portions as well so we got to keep that in mind too Isaiah has a very old text
[1610] 3:08:04	you know it dates the 8th Century BC so the idea that that supplement that it was
[1611] 3:08:10	supplemented completely possible especially with say Isaiah 64.
[1612] 3:08:16	so but how many authors and how much responsibility they had to the Isaiah
[1613] 3:08:22	text is an open question and if it follows that it's a reflected
[1614] 3:08:28	text it'd be a lot less authors than say modern versions of the due to
[1615] 3:08:34	Isaiah Theory would suggest so I think this was the sort of a middle
[1616] 3:08:40	ground here there's a middle ground that I think is more reasonable there's less
[1617] 3:08:46	that deuterosea is sort of a I would count this as a fiction I think the core
[1618] 3:08:52	of Isaiah is bigger than deuterosea would suggest but there's still maybe supplements like
[1619] 3:08:59	Isaiah 64. and that one makes sense to be honest because Isaiah 64 is at the end of the
[1620] 3:09:06	book it would make perfect sense that Isaiah would write the majority of the scroll
[1621] 3:09:12	and someone attacks on a little bit at the end kind of like the long ending of Mark
[1622] 3:09:19	some people did add extra at the end or the end of Deuteronomy
[1623] 3:09:25	with the death of Moses no most of that's probably written by Moses
[1624] 3:09:30	and then collated and then had some stuff added at the end okay this is a common practice
[1625] 3:09:39	with with scribal well it's with Scrolls you know someone goes hey you know I'm I'm doing
[1626] 3:09:45	this copy of the scroll I got this little piece I think belongs to the same author you stack it on the end
[1627] 3:09:54	very common very common in the ancient areas to do this yeah add a supplement
[1628] 3:10:00	add a little bit at the end like an appendix like an appendix on a book
[1629] 3:10:09	so you know it's it's
[1630] 3:10:18	yeah my other my my uh producer here says
[1631] 3:10:23	it's like if if she published one of my books maybe post humorously and then added some appendixes at the
[1632] 3:10:29	end saying well this is what he means here be exactly like that
[1633] 3:10:37	yeah it's adding supplemental information you know maybe as I said maybe some
[1634] 3:10:43	subscribe thought that he had an extra piece of Isaiah and tacked it on it's possible but I don't I don't I don't agree with
[1635] 3:10:50	the deuterosiah theory that it's multiple authors of Isaiah I think there's a core author and I think it's
[1636] 3:10:57	just supplemented and I think more Scholars are going that direction I know
[1637] 3:11:02	Kip Davis thinks he it's all redacted in multiple others but that's nor that's a
[1638] 3:11:07	North American bias that I think is is not exactly yes yeah
[1639] 3:11:13	I don't think the evidence supports it so anyway thank you very much to the Super Chat very much appreciate and I
[1640] 3:11:18	hope that helped okay BC for five dollars Australian thank you
[1641] 3:11:25	for the Super Chat do you think that the practice is mentioned in Isaiah 65 4 could relate to
[1642] 3:11:32	Cave discoveries at bait Shemesh perhaps an earlier informative tradition let's
[1643] 3:11:38	see what it's talking about here so again this is possibly one of those
[1644] 3:11:43	supplements again so Isaiah 85 verse 4.
[1645] 3:11:51	who sit among the graves spend the night in secret places who eat swine's flesh
[1646] 3:11:56	and the broth of unclean meat is in their pots
[1647] 3:12:01	Charming
[1648] 3:12:09	well I mean look I I what am I going to say here eat pig
[1649] 3:12:17	's tasty I like Pig but you're not supposed to do it if you're a good Jew okay no if you're
[1650] 3:12:22	Israelite you're not supposed to be doing this you're not supposed to be sitting among Graves or spending night in secret
[1651] 3:12:28	places and the infiltration here's cult places okay
[1652] 3:12:39	so yeah you're not supposed to do this as a good Israelite so
[1653] 3:12:46	I don't think this relates to the cave Discovery at bait Shemesh
[1654] 3:12:52	um the cave discovery is Roman period it's Roman period so it doesn't we don't
[1655] 3:13:00	see that happening uh at that cave until the second Century A.D
[1656] 3:13:07	so there's probably something earlier happening now
[1657] 3:13:13	was there a tradition at at bait challenge that predates that probably
[1658] 3:13:19	but the bulk of it say Celtic stuff is is or is later
[1659] 3:13:26	so I wouldn't necessarily tie what happened in that cave to what's going on here but there would have been other
[1660] 3:13:34	places like it very likely people did
[1661] 3:13:42	say the demoniac you know he hung around the tombs okay
[1662] 3:13:48	this was a place where outcasts brigands villains you know the end
[1663] 3:13:55	the mentally incapacitated would hang out you know among the tombs
[1664] 3:14:03	so you know this is not some this is not a good practice for for upstanding
[1665] 3:14:09	Israelites you know there these are desperate men doing desperate
[1666] 3:14:14	things in the middle of night some of them are doing it for basically to survive some of them are doing it for
[1667] 3:14:22	irreligious reasons so anyway I hope that helps thank you
[1668] 3:14:29	very much for the Super Chat very much appreciate it
[1669] 3:14:36	okay we're AF a quarter after six here or sorry uh quarter after 11 so we're
[1670] 3:14:41	gonna speed up the the live stream a little bit and try to get through as many of these as we can
[1671] 3:14:55	yes yeah Jack I just read your recent
[1672] 3:15:02	comment I'm not going to read it out loud
[1673] 3:15:07	we've been down that road
[1674] 3:15:13	not gonna do that tonight okay
[1675] 3:15:19	uh let me explain followers of
[1676] 3:15:24	the shepherd ask the question any of my questions you like best great
[1677] 3:15:32	stream well thank you uh I get so many questions I don't remember them to be honest
[1678] 3:15:38	it's just when you when you take a lot of questions like this you're sort of
[1679] 3:15:44	picking your your your you're intensely focused
[1680] 3:15:51	on whatever question your member addressing in the moment
[1681] 3:15:58	so you're not really remembering the whole live stream you're not remembering past live streams you're in the now
[1682] 3:16:06	it's it's how do I say this it's uh but now is all-encompassing it's you get
[1683] 3:16:14	in the zone it's it's a Zone you know if you play sports of any kind you'll hear
[1684] 3:16:21	athletes talking about being in the zone and where their their body and mind is
[1685] 3:16:26	focused on the activity so
[1686] 3:16:31	yeah there's you get very much in the zone if you do a lot of like these q and
[1687] 3:16:37	A's because you have to be
[1688] 3:16:45	Focus to in order to recall the data to
[1689] 3:16:53	even to to to analyze the question requires a certain
[1690] 3:16:59	focus a thought so at that point you're not evaluating
[1691] 3:17:04	well I like this question best I like that question best now we have had some questions that really sort of stood out
[1692] 3:17:11	that I thought were super interesting okay uh I remember one question
[1693] 3:17:19	where it asked about the ostriches
[1694] 3:17:24	in the Book of Ecclesiastes and if that was a myth
[1695] 3:17:30	and it turned out it wasn't because um and and you know I I just read a book
[1696] 3:17:36	on ostrich Behavior so it was a really fascinating question at a very interesting time
[1697] 3:17:46	so we do get some questions that I really enjoy really enjoy
[1698] 3:17:53	so uh I love a world placed question I love a
[1699] 3:17:58	good question a good interesting question is just fascinates me
[1700] 3:18:04	but remembering the best of them kind of difficult for me so anyway thank you
