[0] 0:00	all right
[1530] 2:53:07	and make it clear when reading the text maybe for an English speaker sure
[1531] 2:53:13	possible but it's hard to say we're not we're not really
[1532] 2:53:18	uh I don't want I don't want to encourage the idiosyncratic use of grammar and punctuation we had enough of
[1533] 2:53:26	that in the nasb um I mean are they they the nas the editors of the nasb try to make things
[1534] 2:53:33	like this clear using punctuation and just confuse people it's just really
[1535] 2:53:38	confused people it just looked and it looked ugly too this is why
[1536] 2:53:46	this is why it says the gramp I mean I love the nesb okay I love The New
[1537] 2:53:52	American Standard Bible um it's it's a great translation it's
[1538] 2:54:00	um good Hebrew and Greek renderings uh good renderings from the Hebrew and Greek
[1539] 2:54:06	it just has the worst English grammar and punctuation you'll ever see in a Bible
[1540] 2:54:12	terrible terrible great Greek and Hebrew terrible English
[1541] 2:54:18	so so that's sad that's because they did focus on the
[1542] 2:54:24	Greek and Hebrew and trying to get it to a point where you can understand what's going on underneath the hood
[1543] 2:54:31	so um adding a code colon I don't think would make things much clearer but it's
[1544] 2:54:38	also um you know maybe who knows
[1545] 2:54:43	so you know but again once you start using idiosyncratic use of a punctuation
[1546] 2:54:49	like this um our highly literate audiences of today
[1547] 2:54:56	may not be able to understand still understand what's happening in it so anyway thank you for the question and I
[1548] 2:55:02	hope that helped
[1549] 2:55:09	oh we got a uh donation here from Jack Ray thank you very much for that Super Chat five dollars for the coffee fund
[1550] 2:55:15	well thank you very much uh we have been going through the coffee tonight so uh we do appreciate the cost support
[1551] 2:55:21	of the coffee fund we very much appreciate it
[1552] 2:55:27	and uh we as I said we have been going through the coffee today so
[1553] 2:55:34	so anyway thank you very much for the uh for the Super Chat we really appreciate it and we appreciate your support of our
[1554] 2:55:41	Channel okay let's take some more non-super chats here
[1555] 2:55:54	okay and contagious Pete what kind of coffee
[1556] 2:56:01	um [Laughter]
[1557] 2:56:09	maybe like come up here okay uh we drink Costco
[1558] 2:56:17	Costco coffee [Laughter]
[1559] 2:56:25	uh the next question here um sorry um wanted here
[1560] 2:56:30	um the next one here from uh there we go
[1561] 2:56:38	from ratingser beer Edition oh yeah Dr Fox since we're at the very end would we
[1562] 2:56:43	be allowed to send a question again so it's easier for you to see in it RN
[1563] 2:56:50	um or not oh okay okay um
[1564] 2:56:55	here's what we do we post the thumbnail to our live streams Monday or Tuesday usually Monday
[1565] 2:57:02	now we used to do Tuesday but um we are not going to be going back through the live stream live chat here
[1566] 2:57:09	to to glean questions okay if we did that we'd never keep up with things okay
[1567] 2:57:14	it just makes it too difficult so I wouldn't recommend uh definitely do
[1568] 2:57:20	not stick don't double post a question first of all uh second of all
[1569] 2:57:26	um don't post it uh here if you want to be answered next week
[1570] 2:57:31	okay you want your question answered next week post the ques I would recommend this which is we put the
[1571] 2:57:38	thumbnail up on Monday or Tuesday and post on the live chat Monday or
[1572] 2:57:44	Tuesday okay or up to any any time leading up that gives me lots of time to consider
[1573] 2:57:51	the questions I see all the questions coming in and
[1574] 2:57:56	um and I think I think that's that's probably if it's a good question we'll
[1575] 2:58:03	take it if it's not we might give it a pass but um
[1576] 2:58:08	but that's really what we do is is we look we as soon as we put up that thumbnail we start looking for questions
[1577] 2:58:15	and we don't go through past live streams looking for questions okay so
[1578] 2:58:21	um so anyway uh thank you very much for that question and I hope that helped
[1579] 2:58:34	okay uh Jack race sponsoring a at ratzinger beer Edition question
[1580] 2:58:41	okay and he sponsor the second one okay so there's
[1581] 2:58:46	two hmm okay
[1582] 2:58:59	let's see here I'm gonna go back and I'm gonna look for him
[1583] 2:59:12	and which questions would he be doing here
[1584] 2:59:18	looking for a question posted a second one
[1585] 2:59:31	okay uh where is that what what's the time stamp oh okay
[1586] 2:59:37	all right we'll take that one because I can see that one okay
[1587] 2:59:44	um uh what do you think of the great
[1588] 2:59:50	Septuagint versus the masoretic okay uh I have a preference towards the
[1589] 2:59:56	masoretic myself as far as as a reading addition
[1590] 3:00:01	um but I'm I'm a I tend to use text criticism when I do my biblical work
[1591] 3:00:07	okay so I use the Septuagint as a source um I
[1592] 3:00:13	um the apost we know that the apostles occasionally use the Septuagint uh so you know they consider that to be
[1593] 3:00:20	scripture um but they also use the masoretic as well so there doesn't seem to be one
[1594] 3:00:27	sort of standard text in the first century foreign
[1595] 3:00:38	versus masoretic versus Samaritan pentateuch versus Dead Sea Scrolls
[1596] 3:00:44	is going to depend largely upon say
[1597] 3:00:49	um the reading itself sometimes I side with a Septuagint sometimes I side with the masoretic I've
[1598] 3:00:56	even sided with the Samaritan pentateuch at times so I don't think there's one
[1599] 3:01:04	um sort of we know that that the Septuagint is is an old Edition
[1600] 3:01:10	we know that its translation was done around the third Century BC so it's based on a very old text
[1601] 3:01:18	in some ways older than the masoretic text
[1602] 3:01:23	but we also know from the Dead Sea Scrolls that the readings are not does
[1603] 3:01:28	not confirm one edition over the other that almost every time you have to take this on a case-by-case basis
[1604] 3:01:36	so I don't have a huge problem with using Septuagint I use it myself my text critical work
[1605] 3:01:43	but I also know it's a translation and sometimes they got that translation
[1606] 3:01:48	wrong very wrong so
[1607] 3:01:54	um so there's there's times when I think that one has the advantage over the other but it's going to be a
[1608] 3:02:00	case-by-case basis it's the only way you can really do text critical work for the
[1609] 3:02:06	Old Testament so
[1610] 3:02:11	um okay uh please enter the name okay
[1611] 3:02:20	this code isn't working oh that is odd um
[1612] 3:02:29	please understand your Discord link is not working for me and you have two different ones in the description I'm
[1613] 3:02:35	sorry I just usually don't have a problem for it one isn't working for me okay we haven't changed that in the
[1614] 3:02:42	longest time so we'll see what's going on with that probably after the live stream okay so
[1615] 3:02:50	um looks like we have some people I got on like uh uh rassenger beer Edition he
[1616] 3:02:55	got on so and let me just do a double check to see who's gotten recently
[1617] 3:03:07	um yeah we've had some people just join so
[1618] 3:03:13	we've had two people just join in the last uh um
[1619] 3:03:18	last 20 minutes uh it is working it's the same invite code
[1620] 3:03:25	so yeah it's uh should be the Q5 invite code
[1621] 3:03:31	so just do a quick check of description here just to make sure it's
[1622] 3:03:36	doing what it's supposed to be doing here and uh see content the description
[1623] 3:03:56	I don't see a second I don't see a second uh
[1624] 3:04:02	um this Lincoln the chat here so but this is this should this should
[1625] 3:04:09	be the the invite code the proper invite code put that in the link in the disc in this
[1626] 3:04:15	sorry in the live stream so
[1627] 3:04:22	okay so put this into the live stream so there's the there's the discard code
[1628] 3:04:30	okay so it's in this is it's in the live chat so that should help uh to at least
[1629] 3:04:38	separate it out so that hasn't changed in Forever so that's that's been for a lot we've
[1630] 3:04:43	had that for a long time so yeah you might want to try an incognito
[1631] 3:04:49	window that might help too so um
[1632] 3:04:55	because sometimes especially if you have certain um browsers
[1633] 3:05:01	um they will actually try to intercept a link like this
[1634] 3:05:06	so just keep that in mind too all right so uh just uh just keep that in mind all
[1635] 3:05:13	right so anyway uh I hope that works it should work it's the only it's the only
[1636] 3:05:18	invite code we have at the moment so okay so let's get back to the non-super
[1637] 3:05:25	chats here uh it's already a little after 11. so
[1638] 3:05:32	uh no I'll take that question too um
[1639] 3:05:37	get that 1106 question here when it comes up
