[0] 0:19	Oh,
[3305] 2:54:38	system.
[3306] 2:54:41	Yeah, Audacity is the editing program. I
[3307] 2:54:43	use Audacity. Sorry. Um but Audible,
[3308] 2:54:46	that's the one. Um but Audible's a
[3309] 2:54:47	ripoff.
[3310] 2:54:50	Um,
[3311] 2:54:52	yeah, really, really a ripoff.
[3312] 2:54:55	Um, it sounds good until you read the
[3313] 2:54:59	fine print.
[3314] 2:55:03	All right.
[3315] 2:55:12	>> Yeah. So,
[3316] 2:55:14	>> yeah. Scam Amazon strikes again. Yeah.
[3317] 2:55:17	So, so get off of Spotify. Get it off of
[3318] 2:55:19	off of Google. Get off of Google. Google
[3319] 2:55:22	sells it and we get good we get some
[3320] 2:55:25	decent profits off of Google. So yeah.
[3321] 2:55:29	Yeah. It's good for customers, not
[3322] 2:55:30	authors. Yeah.
[3323] 2:55:34	Yeah. Because um with their credit
[3324] 2:55:35	system, they can spend their credits
[3325] 2:55:37	however they want and that just then
[3326] 2:55:41	gets your profits split up between a
[3327] 2:55:44	bunch of other authors. So,
[3328] 2:55:55	Dark Blade, what do you hate more
[3329] 2:55:56	between Amazon and outright piracy? Oh,
[3330] 2:55:59	Amazon.
[3331] 2:56:00	I I hate Amazon more than outright
[3332] 2:56:02	piracy.
[3333] 2:56:04	Here's the thing. Um, people who pirate
[3334] 2:56:07	stuff are never going to buy it anyway.
[3335] 2:56:09	They're never going to buy it anyway.
[3336] 2:56:11	It's like, but at least it's getting
[3337] 2:56:13	read.
[3338] 2:56:16	You know, Amazon
[3339] 2:56:20	a lot of a lot of
[3340] 2:56:21	>> stealing people.
[3341] 2:56:23	>> Yeah.
[3342] 2:56:25	>> It's Amazon takes the profit off of
[3343] 2:56:31	>> Yeah.
[3344] 2:56:31	>> the other people.
[3345] 2:56:33	>> Yeah. Yeah. It's it's here's here's why
[3346] 2:56:36	I dislike Amazon so much is they are
[3347] 2:56:40	taking the lion share of the profits.
[3348] 2:56:45	brick and mortar.
[3349] 2:56:46	>> Yeah.
[3350] 2:56:47	>> The brick and mortar divided
[3351] 2:56:50	billion.
[3352] 2:56:52	>> Yeah. They're they're take they require
[3353] 2:56:56	a 55% discount.
[3354] 2:56:58	So if like
[3355] 2:57:02	um if you buy the hard cover or the soft
[3356] 2:57:04	cover of my book Reoquery of the Dead,
[3357] 2:57:07	the list price is $18. Okay.
[3358] 2:57:12	Amazon gets about $1011 of that.
[3359] 2:57:18	I get a $1.90.
[3360] 2:57:21	Okay.
[3361] 2:57:24	And they won't even represent my book
[3362] 2:57:26	unless I let them take
[3363] 2:57:29	10 $111 of that.
[3364] 2:57:32	So,
[3365] 2:57:34	um it used to be that like as of uh
[3366] 2:57:39	still in, uh up to the end of 2024, if
[3367] 2:57:42	you gave Amazon a 40% discount, which is
[3368] 2:57:45	still dang high, they would represent
[3369] 2:57:48	your book. Now, they don't touch your
[3370] 2:57:51	book unless you give them a 55%
[3371] 2:57:53	discount.
[3372] 2:57:56	>> And that's not coming out of the
[3373] 2:57:57	publishers's pocket. That's coming out
[3374] 2:57:58	of the author's pocket.
[3375] 2:58:07	So,
[3376] 2:58:09	so that's why I hate Amazon more. Amazon
[3377] 2:58:12	has has made it so that even those who
[3378] 2:58:15	want to who outright pirate it and then
[3379] 2:58:18	later want to support it through buying
[3380] 2:58:19	a physical copy to put on their shelf,
[3381] 2:58:22	the money is still not coming to me.
[3382] 2:58:25	It's going to Amazon.
[3383] 2:58:28	>> So,
[3384] 2:58:30	taking off
[3385] 2:58:33	>> and donating five bucks
[3386] 2:58:36	>> through PayPal.
[3387] 2:58:37	>> Yeah. I mean, look, I mean, if you
[3388] 2:58:39	really want to support us, you know, the
[3389] 2:58:41	best way to support us is, you know,
[3390] 2:58:42	just donating to us through PayPal,
[3391] 2:58:45	really. But we also want people to buy
[3392] 2:58:48	the book and leave reviews, too, because
[3393] 2:58:51	people because that's publicity that
[3394] 2:58:53	gets it out there.
[3395] 2:58:55	So, we still want to encourage people to
[3396] 2:58:57	leave Amazon reviews.
[3397] 2:59:00	Because people who leave Amazon reviews,
[3398] 2:59:03	it gets traction, it gets publicity, and
[3399] 2:59:05	more people know about the book. So
[3400] 2:59:16	fancy visual novel. Yeah. I'm
[3401] 2:59:24	>> Yeah, we get a lot more off of Steam
[3402] 2:59:25	than we do off of off the other Yeah.
[3403] 2:59:31	Uh, Scott says, "Amazon is even worse to
[3404] 2:59:34	their workers than they are to aspiring
[3405] 2:59:36	authors." Oh, yeah. They're horrible to
[3406] 2:59:37	their their workers. Nightmare stories
[3407] 2:59:40	coming out of Amazon warehouses is still
[3408] 2:59:42	ongoing. Uh, I interviewed with them a
[3409] 2:59:45	couple times uh, as an IT person and
[3410] 2:59:50	awful, awful company. Absolutely awful
[3411] 2:59:52	company.
[3412] 2:59:54	They have a big warehouse down
[3413] 2:59:57	expect people live in cardboard box.
[3414] 3:00:00	>> Yeah.
[3415] 3:00:04	Okay. So, um
[3416] 3:00:07	yeah, real fun.
[3417] 3:00:15	>> Uh what first book? Okay. Yeah, it's
[3418] 3:00:18	Reququaryy of the Dead. It is an audio
[3419] 3:00:19	book. Uh if it's not on Audible, I don't
[3420] 3:00:22	understand why because we did allow them
[3421] 3:00:25	to represent it, but you know, I don't
[3422] 3:00:28	care to if if other if it's found on
[3423] 3:00:30	other sites either. So,
[3424] 3:00:33	okay, let's move on. Next super chat
[3425] 3:00:36	here,
[3426] 3:00:38	uh which is by BC4YT for $5 Australian.
[3427] 3:00:43	Romans 5:11. Does Paul use Cosmo and
[3428] 3:00:46	Anthropus instead of Sarkcs to support
[3429] 3:00:49	the idea that death came only to humans
[3430] 3:00:51	as a result of the fall? Let's look. And
[3431] 3:00:55	I've gotten this question before, but I
[3432] 3:00:56	don't remember the answer. So, I do need
[3433] 3:00:58	to take a look.
[3434] 3:01:01	Romans
[3435] 3:01:06	51.
[3436] 3:01:10	All right. Um 511.
[3437] 3:01:19	Um,
[3438] 3:01:22	I'll use Cosmo or Anthropo and says
[3439] 3:01:24	Circs.
[3440] 3:01:36	I don't see that in the text here. this
[3441] 3:01:40	some other verse referring to some other
[3442] 3:01:42	verse here
[3443] 3:01:48	um
[3444] 3:01:50	in the world. Okay, world is cosmu
[3445] 3:01:56	and death than
[3446] 3:01:59	through sin as in 12.
[3447] 3:02:03	So death spread through all men because
[3448] 3:02:05	all men sinned.
[3449] 3:02:08	Um
[3450] 3:02:11	yeah, I know sparks uh I know Sarkcs
[3451] 3:02:15	um doesn't appear here. It embeds flesh.
[3452] 3:02:18	Um
[3453] 3:02:20	not quite understanding the question.
[3454] 3:02:25	Does Paul's use of cosmu and anthropos
[3455] 3:02:28	anthropos instead of sarks support the
[3456] 3:02:31	idea that death came only as a result of
[3457] 3:02:34	the fall? I don't know if you could make
[3458] 3:02:38	that stretch, but it is through one man
[3459] 3:02:41	sin entered into the world into the
[3460] 3:02:44	cosmu
[3461] 3:02:45	and death through sin so spread. Yeah.
[3462] 3:02:49	Well,
[3463] 3:02:51	um
[3464] 3:02:54	um but then again too um death here it
[3465] 3:02:57	can be uh seen as as sort of that
[3466] 3:02:59	generic category of of the various kinds
[3467] 3:03:03	of death. um the propit the the the
[3468] 3:03:06	propagation of death as it's called.
[3469] 3:03:11	So
[3470] 3:03:14	um clarifies his question here it seems
[3471] 3:03:17	um
[3472] 3:03:18	if Paul had meant death to everything
[3473] 3:03:21	would he have used sarks instead of
[3474] 3:03:24	anthropos? Um,
[3475] 3:03:32	probably not.
[3476] 3:03:35	He He probably wouldn't have used Sarkcs
[3477] 3:03:37	here. um even if it had meant death to
[3478] 3:03:40	everything because using Sarkcs here
[3479] 3:03:44	instead of
[3480] 3:03:46	of man would seem to intimate
[3481] 3:03:51	that
[3482] 3:03:52	um the lack of agency. Okay.
[3483] 3:03:57	But through one man sin entered the
[3484] 3:03:59	world instead of through one flesh
[3485] 3:04:02	uh sin entered into the world. Uh so I I
[3486] 3:04:04	don't think Sarkcs would have been a
[3487] 3:04:06	good sort of replacement here to have
[3488] 3:04:09	implied
[3489] 3:04:11	um uh death to everything. So
[3490] 3:04:18	um so
[3491] 3:04:26	yeah, I don't I
[3492] 3:04:28	[laughter]
[3493] 3:04:29	s reminds me of SARS. Yeah. Well, I can
[3494] 3:04:33	see that.
[3495] 3:04:37	Yeah. So, I I I don't I don't think that
[3496] 3:04:39	Sarkcs would have solved that problem.
[3497] 3:04:42	Um
[3498] 3:04:43	>> interesting.
[3499] 3:04:43	>> But it's an interesting theory. It's an
[3500] 3:04:45	interesting theory.
[3501] 3:04:47	Uh maybe if he used say bios instead of
[3502] 3:04:51	sarks. Maybe if he had said use through
[3503] 3:04:54	one life sin entered into the world
[3504] 3:04:59	and death through sin so that death
[3505] 3:05:00	spread to all life. So he would have to
[3506] 3:05:03	replace men and men in both cases
[3507] 3:05:07	to
[3508] 3:05:10	he'd have to replace both instances of
[3509] 3:05:13	of anthropulse with bios.
[3510] 3:05:18	So so that yeah that would probably be
[3511] 3:05:21	make more sense through one life.
[3512] 3:05:24	Yeah. Uh sin entered into the world and
[3513] 3:05:27	death through sin. So that's been spread
[3514] 3:05:29	to all life. So yeah, if you wanted to
[3515] 3:05:32	get that sort of death to everything,
[3516] 3:05:34	then you would have to probably switch
[3517] 3:05:36	out anthropos with something like BIOS
[3518] 3:05:40	or Zoe. It's always another alternative
[3519] 3:05:43	to this, too. So, so
[3520] 3:05:47	your bios settings.
[3521] 3:05:51	Where do you think they got it from?
[3522] 3:05:52	Huh? [laughter]
[3523] 3:05:58	Okay, let's move on to the next one
[3524] 3:06:00	here. I think we're going back to the AT
[3525] 3:06:03	questions here for a moment.
[3526] 3:06:09	And next at question here is
[3527] 3:06:14	how do we reconcile John 12:4748
[3528] 3:06:17	and John 14:15
[3529] 3:06:19	in regards to keeping his commandments
[3530] 3:06:22	and words is the difference between our
[3531] 3:06:24	love for him versus his judging of us.
[3532] 3:06:28	Okay, let's take a look at the various
[3533] 3:06:30	passages here and let's have a look.
[3534] 3:06:32	John
[3535] 3:06:35	12
[3536] 3:06:41	47-48.
[3537] 3:06:44	If anyone hears my sayings and does not
[3538] 3:06:46	keep them, I do not judge that him. For
[3539] 3:06:49	I did not come to judge the world, but
[3540] 3:06:51	to save the world.
[3541] 3:06:53	He who rejects me and does not receive
[3542] 3:06:58	my sayings has one who judges him. The
[3543] 3:07:02	word I spoke is is what will judge him
[3544] 3:07:04	in the last day.
[3545] 3:07:07	Okay.
[3546] 3:07:09	So we have in the first passage here if
[3547] 3:07:12	anyone hears the sayings doesn't keep
[3548] 3:07:14	them I do not judge him. That's grace.
[3549] 3:07:16	That's the extension of grace. I did not
[3550] 3:07:18	come to judge the world but to save the
[3551] 3:07:20	world. So, so if you accept Christ
[3552] 3:07:25	and are unable to keep his sayings,
[3553] 3:07:29	okay, he won't judge you for your
[3554] 3:07:31	inability to keep the the sayings which
[3555] 3:07:36	are difficult.
[3556] 3:07:39	But if you re reject him personally
[3557] 3:07:43	and do not receive the sayings,
[3558] 3:07:47	the word will will judge
[3559] 3:07:50	Okay. So, that's that's pretty pretty
[3560] 3:07:53	straightforward there.
[3561] 3:08:10	John 14:15.
[3562] 3:08:14	Uh, if you love me, you'll keep my
[3563] 3:08:15	commandments. Okay. Yeah. So that's yeah
[3564] 3:08:18	that's a sign of love then to keep the
[3565] 3:08:21	commandments. So again those are those
[3566] 3:08:23	are two sets of verses that are easily
[3567] 3:08:25	harmonized. Uh one is a matter of of um
[3568] 3:08:32	uh you know God loves you enough that he
[3569] 3:08:35	will not judge you if you cannot keep it
[3570] 3:08:37	or if you struggle to keep the
[3571] 3:08:39	commandments but if you do love him you
[3572] 3:08:42	will try to keep the commandments. I
[3573] 3:08:44	there's um
[3574] 3:08:48	so it's it's the two passages are
[3575] 3:08:51	consistent. They are just
[3576] 3:08:55	showing you different aspects. John 12
[3577] 3:08:57	is showing you 47 is showing you the
[3578] 3:09:00	aspect of God's grace.
[3579] 3:09:03	John 14:15 is showing you your reaction
[3580] 3:09:07	towards him.
[3581] 3:09:10	So I hope that helps. Thank you very
[3582] 3:09:13	much. super chat very much appreciated.
[3583] 3:09:22	>> Yeah.
[3584] 3:09:30	>> Hey, Dark Blade. Um, Dark Blade says, by
[3585] 3:09:32	the way, it's pronounced BIOS in the
[3586] 3:09:35	original Greek. You know,
[3587] 3:09:39	we
[3588] 3:09:39	>> on what part. Yeah, it depends what part
[3589] 3:09:42	of of of the uh Henistic um empire
[3590] 3:09:46	you're from, you know, what kind of
[3591] 3:09:49	Greek, you know, uh what dialect. Um
[3592] 3:09:53	this is one of the reasons why we people
[3593] 3:09:56	sort of find uh pronunciation on
[3594] 3:10:00	um national socialists to be really
[3595] 3:10:04	annoying.
[3596] 3:10:06	Like for example, uh one of the things I
[3597] 3:10:08	did learn about Latin in my my recent
[3598] 3:10:10	foray is there's more than one
[3599] 3:10:12	pronunciation for Latin.
[3600] 3:10:15	It's not there's no such thing as
[3601] 3:10:18	standardized pronunciation for Latin,
[3602] 3:10:21	you know. Um
[3603] 3:10:23	what's his name? Cooper. Yeah, Cooper.
[3604] 3:10:26	Derek Cooper. I have that book.
[3605] 3:10:32	Yeah. Um put back here. like Cooper
[3606] 3:10:35	here,
[3607] 3:10:40	Cooper here, basics of Latin, you know,
[3608] 3:10:43	he mentions that there's three different
[3609] 3:10:45	kinds of pronunciations for Latin.
[3610] 3:10:49	You have the old Roman
[3611] 3:10:52	the pronunciation of the Roman Empire.
[3612] 3:10:56	You have an ecclesiastical pronunciation
[3613] 3:10:59	which is more akin to say Italian. And
[3614] 3:11:02	then they have what's called a local
[3615] 3:11:04	pronunciation
[3616] 3:11:06	and all of those are different.
[3617] 3:11:09	So
[3618] 3:11:12	um so to say to to to
[3619] 3:11:16	say that you know Greek the original
[3620] 3:11:18	Greek is not pronounced a certain way
[3621] 3:11:20	you know get this gets this this gets
[3622] 3:11:22	annoying because there is such a range
[3623] 3:11:25	of of Greek dialects you know man not
[3624] 3:11:30	even mentioning yeah classical Greek.
[3625] 3:11:31	Wow. Yeah. Classical Greek has its own
[3626] 3:11:33	pronunciation.
[3627] 3:11:35	Yeah. So it's
[3628] 3:11:38	um
[3629] 3:11:39	Yeah. Murvansson says coin a Greek was
[3630] 3:11:42	very diverse. Yeah. It was. So you know
[3631] 3:11:46	don't get tied up on pronunciation.
[3632] 3:11:48	Don't get tied up on that. That's
[3633] 3:11:51	>> the meaning.
[3634] 3:11:54	>> Yeah. The meaning is what's important
[3635] 3:11:55	here, not the pronunciation. So,
[3636] 3:12:00	>> you know, it's different
[3637] 3:12:02	people claiming to be an
[3638] 3:12:06	>> Mhm.
[3639] 3:12:07	>> you're not in
[3640] 3:12:09	>> Yeah.
[3641] 3:12:10	>> Now, if
[3642] 3:12:13	Egyptian experts
[3643] 3:12:17	>> Yeah.
[3644] 3:12:19	So, there's there's a lot there's a lot
[3645] 3:12:20	of of diversity in the in the
[3646] 3:12:22	pronunciation of these ancient
[3647] 3:12:24	languages. So, you know, you know, don't
[3648] 3:12:26	get don't get hung up on that. It's it's
[3649] 3:12:29	it's not a good look. It's just not a
[3650] 3:12:31	good look.
[3651] 3:12:32	>> And people in Texas are totally
[3652] 3:12:34	different
[3653] 3:12:37	in New Jersey.
[3654] 3:12:38	>> Yeah. Oh, yeah.
[3655] 3:12:40	Now, there's there's some pronunciations
[3656] 3:12:42	that are definitely wrong,
[3657] 3:12:45	but you know, to niggle over the little
[3658] 3:12:49	itty bitty minutia of a non-standardized
[3659] 3:12:54	language is not helping anyone.
[3660] 3:12:58	So,
[3661] 3:13:01	okay, let's move on to the next uh next
[3662] 3:13:03	super chat here.
[3663] 3:13:12	Uh given the rule of having a rule for
[3664] 3:13:14	most important members of a society
[3665] 3:13:17	applying to the whole group, does
[3666] 3:13:20	Deuteronomy 17:17 forbid polygamy? Let's
