[0] 0:03	okay uh
[1774] 3:13:50	an early date that they will manipulate the data to get that result yes I agree
[1775] 3:13:57	uh in the case of telemarket care they were not happy with a tell as the site
[1776] 3:14:03	of I so they started to look for sites that fit their conclusion
[1777] 3:14:09	that's a terrible approach to take towards any archaeological site
[1778] 3:14:15	terrible approach you know you don't want to do that as an
[1779] 3:14:20	archaeologist you want to dig a site and let the site inform you
[1780] 3:14:25	not the other way around
[1781] 3:14:31	the and this has been the approach of all their sites now the other problem with with ABR
[1782] 3:14:39	is that they basically loan themselves out to digs as
[1783] 3:14:48	cheap diggers there's a financial incentive here that
[1784] 3:14:55	where they sort of uh loan themselves out to to other
[1785] 3:15:03	archaeological excavations which may not necessarily agree with
[1786] 3:15:08	their view but they need people they need people and they need money
[1787] 3:15:15	and ABR can provide that but it comes with that price of ABR
[1788] 3:15:21	taking those findings and twisting them that's why atoms or tell use them at uh
[1789] 3:15:29	at Ebel Adams Hotel did not have the money
[1790] 3:15:35	he did not have the dares ABR did this wise the people who rant or tells
[1791] 3:15:42	dig at ABR a constant uh constant odds with each other
[1792] 3:15:49	they they either side agrees on this I mean they're totally I mean hammer and
[1793] 3:15:55	tongs disagreement that's what came out was you know it's
[1794] 3:16:02	still usable research with zartel doing the work and you know this is work
[1795] 3:16:09	so I I find it okay as long as the archaeologists doing the digs doing the
[1796] 3:16:16	paperwork and all that is somebody that is trusted in the academic community
[1797] 3:16:22	yeah here's the problem is yes while the the people who are running the Dig you
[1798] 3:16:28	know know enough about ABR to basically say yeah we got it we gotta
[1799] 3:16:34	take we can't trust anything ABR does they are good I mean ABR provides good
[1800] 3:16:40	diggers I mean they're they're people are very very seasoned field archaeologists they
[1801] 3:16:47	know how to dig they know how to do a cert they know how to to lay out a grid they know how to excavate properly they
[1802] 3:16:54	know how to record data responsibly the problem is going to come in the
[1803] 3:16:59	interpretation of that data and this is the problem let's say for
[1804] 3:17:06	example telemarketer yeah is yeah they're really really good at
[1805] 3:17:13	dating uh digging there they are incredibly irresponsible with the
[1806] 3:17:19	interpretation
[1807] 3:17:24	in fact there's very little about telemarketer that looks like it corresponds to I but they're going to make it work
[1808] 3:17:31	[Laughter] can I ask something about that um I've seen I've seen strip Lane online
[1809] 3:17:39	give several lectures about that site one of the things that and I'm not an
[1810] 3:17:44	archaeologist I'm not an expert but one of the things that kind of raises a red flag to me and
[1811] 3:17:51	I want to know if you know something about this Dr Falk is that I noticed that there's no mission of
[1812] 3:17:56	anything like a radiocarbon date from them of that site like I know they want to
[1813] 3:18:03	describe Pottery dating to like a late date con I'm sorry an early day Conquest all
[1814] 3:18:09	that but I never hear anything about a report on radiocarbon which they're claiming that site was burned and I
[1815] 3:18:16	don't know if you're if you have any insight on that or okay it's just a number that I notice
[1816] 3:18:23	that's kind of a red flag for me uh I do have some uh issues with
[1817] 3:18:31	radiocarbon dating in the Levant okay we do know that radiocarbon dating in
[1818] 3:18:37	Levant is prone to make date a lot older in certain
[1819] 3:18:44	circumstances we don't know exactly why like for example for the late Bronze Age
[1820] 3:18:51	dates tend to be about 100 years older than we would expect
[1821] 3:18:57	for the middle bronze 150 years older and for the Iron Age about 75 years older
[1822] 3:19:02	we don't know why this happens in the Levant at Egypt but it does
[1823] 3:19:08	thank you okay so
[1824] 3:19:13	with that said you know we can't take I mean I would oh
[1825] 3:19:18	grant that Carbon 14 dating dental technology dating is very very accurate in safe Northern hemispheres very
[1826] 3:19:25	accurate there it's not so accurate in the Middle East
[1827] 3:19:31	now guys like stripping are not going to use carbon 14.
[1828] 3:19:37	because they want that they do want that early exit state and there know that any any sample that
[1829] 3:19:45	they Supply is going to come out 100 days 100 years older than they want
[1830] 3:19:51	so it doesn't doesn't help them any the thing I think that we have to take
[1831] 3:19:57	away with carbon 14 in the ancient increase is that it's relative
[1832] 3:20:02	they'll give you great relative datings yeah you've got two samples
[1833] 3:20:08	from different stratigraphic layers you date one it'll give you a great relative
[1834] 3:20:13	date to the other fantastic that's helpful that's useful data
[1835] 3:20:20	it won't give you absolute and you can't take it as absolute
[1836] 3:20:26	but even a relative dating sometimes is better than nothing
[1837] 3:20:33	so I think it's carbon 14 and dental chronology dating is really useful for some things
[1838] 3:20:39	but it won't get ABR where it wants to go and radiocarbon dating won't solve the
[1839] 3:20:47	early late date discussion because the margins are too big
[1840] 3:20:52	yeah we just had a super chat here from Sean
[1841] 3:20:57	Horton for 20 bucks what do you suggest someone do if they accidentally bought Tice
[1842] 3:21:04	Kennedy's unearthing Bible I don't have a wobbly table here I
[1843] 3:21:10	haven't read it yet oh um probably makes good kindling
[1844] 3:21:20	oh I I've read I've read tyus's book um I don't think it's very good it's got
[1845] 3:21:26	some great pictures enjoy the pictures the pictures are great
[1846] 3:21:37	um the commentary I would say that the commentary on his book is very substandard
[1847] 3:21:43	it doesn't give you a lot of historical context I mean it's really I mean his book is really one page one picture of
[1848] 3:21:50	one page I don't think that's really
[1849] 3:21:58	very deep insight I mean that's my biggest criticism of his book
[1850] 3:22:04	is that the Insight is really really shallow
[1851] 3:22:09	one picture is more than a thousand words so I suppose so but a thousand
[1852] 3:22:15	words is four pages right
[1853] 3:22:23	there you have it four pages in one
[1854] 3:22:29	uh oh look I I don't think his book is very good the pictures are nice
[1855] 3:22:35	yeah sure I think the pictures are great I just don't think the book is good
[1856] 3:22:41	and uh the commentary is really substandard so apart from that I would just say you
[1857] 3:22:48	know yeah if you like if you like the pictures keep it on shelf if not give it
[1858] 3:22:53	to someone you don't like so I mean I can't say much more about it
[1859] 3:23:00	than that but thank you for the Super Chat really appreciate it
[1860] 3:23:08	I had a question that you might have already kind of came in a bit late to the after party but sure what are Dr
[1861] 3:23:16	Kennedy's credentials exactly is he like fit to be talking about this topic at all
[1862] 3:23:21	he has more digs than Dr David funk
[1863] 3:23:31	well that would go without saying because I'm a historian not a field archaeologist
[1864] 3:23:37	foreign yeah that was his biggest argument
[1865] 3:23:45	well I mean here's one of the things too with with field archeology versus historians anyway
[1866] 3:23:50	you know it was very I mean if you if if a field archaeologist does something
[1867] 3:23:55	and files a report many times it doesn't it doesn't stand
[1868] 3:24:02	the scrutiny of later historians
[1869] 3:24:08	and this is like take for example say the um uh early alphabetic inscriptions
[1870] 3:24:15	okay early alphabet descriptions are notorious for this the original excavator will
[1871] 3:24:21	will publish a you know the findings of an early alphabetic subscription that
[1872] 3:24:27	they find and then later historians will come along and go well no this is the right
[1873] 3:24:32	right right right uh interpretation or this is the right inscription or this is the right and and you know
[1874] 3:24:39	10 peer-reviewed Publications down the road you get consensus
[1875] 3:24:46	very rarely does the field archeology get it right of the first crack
