[0] 0:00	e [Music]
[1517] 2:57:58	jumps you okay maybe after seeing what happened to Kora you might want to think
[1518] 2:58:05	about that but okay could
[1519] 2:58:12	be but it's a land that devours its inhabitants and all the people whom we
[1520] 2:58:19	saw in it are men of size great implied here it's just
[1521] 2:58:25	size then also we saw Nephilim sons of a KN are part of a
[1522] 2:58:31	Nephilim that's a scribal gloss by the way uh so so we also saw
[1523] 2:58:38	Nephilim yeah sure you did buddy just like you saw the land just open up and eat people jump jump jump
[1524] 2:58:50	and we became like grasshoppers like grasshoppers in their sight so we were
[1525] 2:58:55	in their sight yeah they're laying it on thick
[1526] 2:59:03	okay really really sick [Laughter]
[1527] 2:59:14	here but this is something like this is again the virtuosity of the author here
[1528] 2:59:19	in truly reporting what was said okay you know and and all you have
[1529] 2:59:27	to do is read the text it's a defamatory report you can't rely on this but this
[1530] 2:59:33	is the true account of what was said it's a land that eats you you don't
[1531] 2:59:40	eat from the land the land eats you and all the people we saw our size
[1532] 2:59:46	we saw nephila I'm sure you did and we were like
[1533] 2:59:55	grasshoppers uh
[1534] 3:00:03	huh and of course this causes problems lots and lots of them
[1535] 3:00:10	so you know you got to take this stuff in its context read the
[1536] 3:00:16	passage might help sometimes okay so let's go on the next
[1537] 3:00:22	Super Chat here so they're not Giants they're not
[1538] 3:00:36	Giants H maybe but but they were laying it on thick come
[1539] 3:00:41	on it's on Nephilim we're grasshoppers yeah that's laying it on
[1540] 3:00:47	thick all right the next Super Chat
[1541] 3:00:53	here uh is from sdrc 92126 for $5 thank you for the Super Chat what is the
[1542] 3:01:00	relationship between the image at the top of the ray harati Stila
[1543] 3:01:06	and bar vajar I don't know what that is they share the same features Wings
[1544] 3:01:14	feet snakes uh well Reay
[1545] 3:01:19	herati on top of Rari is just the solar disc with um the solar serpent that's
[1546] 3:01:26	all it is um there's no wings on say the solar
[1547] 3:01:32	disc of reacti um I don't know what you're
[1548] 3:01:38	talking about here to be honest so uh unless you can specify that I don't
[1549] 3:01:45	know who Farah vajar is I I've never heard of that so and you'd also have to is zor asan
[1550] 3:01:52	symbol okay
[1551] 3:01:57	it yeah to my knowledge there's no relationship between them at
[1552] 3:02:03	all um not let me just take a
[1553] 3:02:11	look I mean Ray herati is is a lot older than any of any zor asrian thing
[1554] 3:02:22	period oh I see it's a winged
[1555] 3:02:29	deity looks like it has a solar disc of some kind yeah it's a winged solar disc
[1556] 3:02:34	Wing solar discs were very very common um it could have been inspired by
[1557] 3:02:41	the wet it's very likely I would say that it's much more likely to be inspired by the wet
[1558] 3:02:49	W dis but um but I don't not not necessarily Ray
[1559] 3:02:56	heroi per se but the wet disc is probably could have been where because a
[1560] 3:03:02	lot of stuff was exported from Egypt as particularly symbolism that had like the W dis so that was a pretty common export
[1561] 3:03:09	from from Egypt going way back so it wouldn't surprise me if they had picked
[1562] 3:03:14	up some inspiration from that but it would be
[1563] 3:03:19	it would be Egypt influencing zor asianism not the other way around all right so thank you very much
[1564] 3:03:26	for the Super Chat very much appreciated I hope that
[1565] 3:03:37	helped ason Weir for 499 thank you for the Super Chat is it true that c cultic
[1566] 3:03:43	prostitution didn't exist in the world during the time of Leviticus no it existed
[1567] 3:03:48	uh it's been old it's a very old practice it's it's almost as old as temples itself
[1568] 3:03:54	honestly um yeah it's not true You' you you had
[1569] 3:03:59	cultic prostitution going on a long long time uh long long before
[1570] 3:04:06	Leviticus you know you even had it in in Mesopotamia so yeah it was it's just something that's been sort of came along
[1571] 3:04:15	with that
[1572] 3:04:22	so now one of the things about cultic prostitution we have to keep in mind
[1573] 3:04:27	though is most of the time when PR cultic prostitution did take place it
[1574] 3:04:34	was done in a separate building it was always done in a separate building and it was usually done for
[1575] 3:04:42	fundraising so well there as the saying ghost sex
[1576] 3:04:48	cells um and it was true of culted prostitution as
[1577] 3:04:58	well so um but typically what would happen is you would have a
[1578] 3:05:04	building with that would have say um the cultic prostitutes they would pay
[1579] 3:05:13	their money they would do their religious Duty and then they would go into the temple
[1580] 3:05:18	so yeah it was a it was a fundraising geme
[1581] 3:05:23	fundraising oh fundraising Jack
[1582] 3:05:29	Ray you and your puns BC in my day we sold
[1583] 3:05:39	[Laughter]
[1584] 3:05:45	chocolates it makes selling the those um Shrout of turen statues look downright Savory doesn't
[1585] 3:05:51	[Laughter] [Music]
[1586] 3:06:01	it yeah I'd rather chocolate too honestly I mean
[1587] 3:06:07	just yeah yeah there's better ways to
[1588] 3:06:14	fundraise okay oh that was fun
[1589] 3:06:22	H all
[1590] 3:06:37	righty all right we it's past 11 here so we're probably going to have to pick up the pace a little because we still got some
[1591] 3:06:45	here um where do we leave
[1592] 3:06:56	off okay mechanique is next for $2 thank you for the Super Chat might Indo Arian
[1593] 3:07:04	matani Elite have had the vas that's possible we don't know the problem is
[1594] 3:07:11	the matani didn't leave us any writing that's one of the problemss when
[1595] 3:07:16	we deal with matani and boy I wish they had because there's
[1596] 3:07:21	a huge amount of information we need from the matani Empire if we had some synchronisms from
[1597] 3:07:28	matani that would solve a lot of problems you know if we had a good
[1598] 3:07:34	King's list for matani if we had some synchronisms from matani it would solve a ton of
[1599] 3:07:42	issues but the matani left almost nothing almost
[1600] 3:07:47	nothing as far as their writing goes we know they wrote in hurrian okay that's it that's all we
[1601] 3:07:55	practically know about the internal workings of the matani
[1602] 3:08:01	elite they didn't leave us any literature they didn't leave us any Royal documents they didn't leave us any
[1603] 3:08:09	inscriptions bad matani bad matami no hummus for you
[1604] 3:08:21	so they could have had the vadas it's possible but we don't know we don't know what they had um the closest we we get is like
[1605] 3:08:29	some of the other towns around them around the matani um you know had some Cana form
[1606] 3:08:36	writings that we we have but like muray and those areas but but the matani
[1607] 3:08:43	themselves they left us almost nothing almost nothing uh and it doesn't help either that we
[1608] 3:08:49	can't excavate Kish either you that was their Capital their Capital was at
[1609] 3:08:55	carish but it's a Hot Zone you can't excavate there so you know while while people are
[1610] 3:09:04	killing themselves in Syria you know we can't excavate
[1611] 3:09:12	so oh yeah war is very inconvenient for archaeology
[1612] 3:09:21	you know they started I mean they started Excavating Kesh like
[1613] 3:09:27	20 years ago and couldn't finish just because of the war
[1614] 3:09:36	situation so well that's been going on for a while
[1615] 3:09:43	now Syria is a mess Syria is a mess
[1616] 3:09:49	all right so anyway thank you very much for the Super Chat very much appreciate could be could be but we don't
[1617] 3:09:57	know uh next one here is from Ephesians 511 for $5 thank you for the Super
[1618] 3:10:02	Chat were ham and or his sons defiled as Gods by any other names in or deified
[1619] 3:10:09	sorry deified were ham and or his sons deified as Gods by other names in
[1620] 3:10:14	ancient Egypt not to our knowledge um we have no record of
[1621] 3:10:22	say um ham or any of his sons being mentioned in Egyptian records They just
[1622] 3:10:29	we just don't see it in the Egyptian records um Egypt is already an
[1623] 3:10:35	established population around 5 to 8,000 BC 8,000 more
[1624] 3:10:42	conservatively um and by by that point uh you know they there's like 3,000
[1625] 3:10:49	years there of Lost history so I wouldn't expect there to be any record
[1626] 3:10:54	to that in anyway so anyway thank you very much to the Super Chat very much appreciate unfortunately we don't have
[1627] 3:11:00	anything from Egypt on this wish we did that'd be cool that'd be
[1628] 3:11:08	cool all right uh Josh Kias for $10 a stream thank you for the Super Chat hi
[1629] 3:11:14	Dr folk would you know I would like to know your thoughts on Patrick D Miller work on Israelite
[1630] 3:11:19	religion if you know his work I don't know his work um I'd have to look into it to to
[1631] 3:11:25	see and frankly it's not going to happen this week because of my very pressing schedule so um unfortunately I don't
[1632] 3:11:33	know anything about his work per se uh when I go look up things on Israelite religion I often go to like Richard
