[0] 0:00	[Music] n
[1561] 3:04:42	think that's a problem of evangelicalism um the so-called um
[1562] 3:04:47	confessing confessing bench the whole the whole confessing
[1563] 3:04:52	bench basically to show your Contrition and your emotional uh con your emotional
[1564] 3:04:59	repentance by going onto this this bench where you show the congregation your
[1565] 3:05:06	sorry and um and uh you know it's it
[1566] 3:05:11	becomes a communal act then of of emotional response now
[1567] 3:05:18	now fortunately most churches have done away with a confessing bench
[1568] 3:05:23	but um but the the the attitude of the confessing
[1569] 3:05:31	bench still persists okay it still
[1570] 3:05:38	persists which is why there's a whole lot placed upon emotion and heart
[1571] 3:05:43	response but not so much on the will
[1572] 3:05:49	so I think that salvation comes through an act of the will and the will can be influenced by
[1573] 3:05:57	emotion but it can also be influenced by the intellect
[1574] 3:06:07	so uh mama says here Doc in my honest opinion it's just as bad as the
[1575] 3:06:13	charismatics thank you uh thank you aren't saved unless or think you aren't
[1576] 3:06:19	saved unless you speak in tongues well yeah yeah there there are people out there who think that yeah there's a and
[1577] 3:06:25	actually that's that's those are technically not charismatics they Pentecostals um uh we have to be careful
[1578] 3:06:33	here because there is a difference between charismatic and Pentecostal Pentecostal thinks that
[1579] 3:06:42	speaking in tongues is the sign of Salvation you can't
[1580] 3:06:49	yeah that's the church version a lot of yeah a lot of L don't believe that but the church uh officially Pentecostals
[1581] 3:06:57	believe that you're not you don't show your salvation you can't prove your salvation unless you speak in tongues
[1582] 3:07:03	charismatics on the other hand believe in the perpetuity of spiritual gifts okay so
[1583] 3:07:12	there is a there is a difference between charismatics and Pentecostals and
[1584] 3:07:19	unfortunately the term charismatic is often applied when they mean
[1585] 3:07:25	Pentecostal and the other unfortunate thing about this is charismatics is an
[1586] 3:07:30	incredibly broad term You've Got High you got high
[1587] 3:07:37	anglicans that are technically charismatic you'll never see him speak
[1588] 3:07:42	in tongues you'll never see him manifest a gift
[1589] 3:07:48	but they're theologically charismatic you know they believe that
[1590] 3:07:55	the spiritual gifts are still around in are in perpetuity okay even though they've
[1591] 3:08:01	never had a gift themselves but that makes them
[1592] 3:08:07	charismatic so it's it's it's a it's a term that's so broad that it's almost useless the only reason that that term
[1593] 3:08:14	is around I think is to contrasted against
[1594] 3:08:20	cessationists people who believe that there aren't any more spiritual gifts after the apostolic
[1595] 3:08:28	age so you know I've met charismatic lutherans that was really weird that was
[1596] 3:08:36	really weird seeing lutherans discover spiritual gifts for the first time well
[1597] 3:08:43	technically say like the Lutheran Church of Missouri Senate is a charismatic denomination
[1598] 3:08:49	they almost never practice spiritual gifts they never talk about it or seldom
[1599] 3:08:54	do but they are technically charismatic you know
[1600] 3:09:02	so and then again you got the then you get the hyper uh um
[1601] 3:09:13	Pentecostals uh verman the trash rat Dr Fulk who have you not met Michael Heiser
[1602] 3:09:18	never met him that was a shame and a missed
[1603] 3:09:24	opportunity yeah we Rob was Rob row was trying to get a meeting between me and Heiser and just never
[1604] 3:09:34	materialized yeah too
[1605] 3:09:40	short uh verman the trash rat you have met every person of every kind I swear
[1606] 3:09:46	well I have had a world of experience you know uh you know God
[1607] 3:09:55	moves you around you meet people and then you learn you learn from
[1608] 3:10:00	that and that's a good thing that's not a bad thing you
[1609] 3:10:06	know so I think I think it's one of those things that is you know been a
[1610] 3:10:13	blessing didn't feel like a blessing at the time hey how fun was all that moving
[1611] 3:10:19	around getting a dirty look from my
[1612] 3:10:25	producer yeah it's it sucked pretty bad um but you know you can't say we didn't
[1613] 3:10:32	learn a lot through it though we learned an awful lot through
[1614] 3:10:38	it so and one of the things we did was we
[1615] 3:10:44	got to meet a lot of people a lot lot of people we would have never thought we would have
[1616] 3:10:53	met I mean yeah you know I never thought I'd be friends with ji Packer never
[1617] 3:11:00	thought I would be uh uh the the research assistant for for Ken kit you
[1618] 3:11:06	know never thought I would meet Alan Mard let alone become his friend um he's
[1619] 3:11:12	unfortunately passed away now too um
[1620] 3:11:19	so you do get to meet a lot of interesting
[1621] 3:11:31	people okay but it is true it is true to get back to the question and just wrap it up
[1622] 3:11:37	here uh it is true that there is does seem to be an
[1623] 3:11:44	emphasis um
[1624] 3:11:51	on On Emotion um inside of evangelicalism and
[1625] 3:11:58	I think that's a problem and I think it's a problem that needs to be better addressed so anyway thank you very much
[1626] 3:12:03	for that uh sponsored question very much appreciate
[1627] 3:12:09	it you have met ji Packer you my my good sir deserve an award I don't think you
[1628] 3:12:14	deserve an award for that I was just his friend
[1629] 3:12:19	okay yeah we got him to laugh that was hysterically funny I did a paper once in his in the
[1630] 3:12:27	church and we went to the same church together so um so you know it was one of those
[1631] 3:12:34	things that okay um and I gave a paper to a Sunday school
[1632] 3:12:40	group and um you know GI Packer came up to me after the paper
[1633] 3:12:47	after the lecture and he said has said to me I have been doing theology for 60
[1634] 3:12:54	years and I have never heard that before then I said I tell my students
[1635] 3:13:01	the same thing that's not a compliment and he thinks about it and just just busting out laughing
[1636] 3:13:09	[Laughter]
[1637] 3:13:17	and then my then my producer gave a paper and ji Packer came comes up and
[1638] 3:13:22	talks to her and and he says you know we were I'm so I've been so depressed about the
[1639] 3:13:28	future of the church and I'm glad to know it's now in good hands I passed the torch to
[1640] 3:13:36	you and my wife looks at me and I said hey he hey hey Packer gave the torch to
[1641] 3:13:41	you it's yours now didn't give it to me it's yours she goes nope it's
[1642] 3:13:53	yours so um so it was like he's busting
[1643] 3:13:58	a gut there so it was nice to make him laugh it was nice to make him
[1644] 3:14:07	laugh uh um but one of the thing last things
[1645] 3:14:13	he said to me too was you know he gave me some he gave me
[1646] 3:14:21	some parting device advice which I won't repeat okay but I remember spending
[1647] 3:14:27	about a half hour with him uh in in the lobby of the church he
[1648] 3:14:33	was waiting for his ride to pick him up and to bring him take him back to his um his um care
[1649] 3:14:40	home and um it was it
[1650] 3:14:45	was there was an interesting half hour a very interesting half
[1651] 3:14:52	hour so um yeah Packer was a good friend and
[1652] 3:14:59	um I really really cherished my time with
[1653] 3:15:05	him so all right let's get on to the next Super Chat
[1654] 3:15:21	TBD if you're not sassing your students why are you even in
[1655] 3:15:26	[Laughter] education oh yeah we have had some I've
[1656] 3:15:33	had some props of and brutal students oh my gosh um his name Roland
[1657] 3:15:42	enmar oh my gosh he could be brutal to students
[1658] 3:15:47	he was feared I mean he's still alive he's still an active scholar but he was feared oh my gosh it was and with reason
[1659] 3:15:55	and with good reason he could be brutal to undergrads really brutal to undergrads if you were a PhD was he was
[1660] 3:16:03	great he was absolutely great to PhD students boy he was brutal to
[1661] 3:16:11	grads he wrote he wrote on a on a paper on a student paper once
[1662] 3:16:17	you are a DF and you can figure out what DF
[1663] 3:16:22	means and then he crosses it out so that the student could still read [Laughter]
[1664] 3:16:34	it you know that's a guy who securing his position that he could write that on a stupid student paper and just likely
[1665] 3:16:42	cross it out [Music]
[1666] 3:16:49	oh
[1667] 3:16:55	yeah the first word starts with
[1668] 3:17:03	[Laughter] dumb the last the the last initial is a
[1669] 3:17:09	four-letter word literally yeah but only I mean he could
[1670] 3:17:17	get away with it though but dumbfound dumbfound yeah Will yes yes yes that
[1671] 3:17:22	that's it that's it dumbfounded oh dumb
[1672] 3:17:29	[Laughter]
[1673] 3:17:35	funded is the harsh word Dr ful could
[1674] 3:17:44	be but yeah he he was brutal as student absolutely
[1675] 3:17:49	brutal but you do get some of these props that are [Music] incredibly I mean people get on my case
[1676] 3:17:56	for being um um mean or um called now
[1677] 3:18:05	uh uh yeah it means probably the most appropriate word but you know you if
[1678] 3:18:12	you've ever been in Academia whoa whoa who uh yeah Academia can be brutal for
[1679] 3:18:22	this stuff
[1680] 3:18:29	okay uh Mama asks uh $5 uh sponsors
[1681] 3:18:35	bubbles question thank you for the Super Chat is there any proof of the peace symbol being used for any denic demonic
